tweet,original_sentiment,conllu_parse
@AirAsia .. air asia not allowing buyer to change flight without any change fees? since the coronavirus is spreading to the world now.,neutral,"# text = @AirAsia .. air asia not allowing buyer to change flight without any change fees?
1	@AirAsia	@AirAsia	PROPN	NNP	_	6	dep	_	_
2	..	..	PUNCT	NFP	_	6	punct	_	_
3	air	air	PROPN	NNP	_	4	compound	_	_
4	asia	asia	PROPN	NNP	_	6	nsubj	_	_
5	not	not	PART	RB	_	6	neg	_	_
6	allowing	allow	VERB	VBG	_	0	ROOT	_	_
7	buyer	buyer	NOUN	NN	_	9	nsubj	_	_
8	to	to	PART	TO	_	9	aux	_	_
9	change	change	VERB	VB	_	6	ccomp	_	_
10	flight	flight	NOUN	NN	_	9	dobj	_	_
11	without	without	ADP	IN	_	9	prep	_	_
12	any	any	DET	DT	_	14	det	_	_
13	change	change	NOUN	NN	_	14	compound	_	_
14	fees	fee	NOUN	NNS	_	11	pobj	_	_
15	?	?	PUNCT	.	_	6	punct	_	_

# text = since the coronavirus is spreading to the world now.
1	since	since	SCONJ	IN	_	5	mark	_	_
2	the	the	DET	DT	_	3	det	_	_
3	coronavirus	coronavirus	NOUN	NN	_	5	nsubj	_	_
4	is	be	AUX	VBZ	_	5	aux	_	_
5	spreading	spread	VERB	VBG	_	0	ROOT	_	_
6	to	to	ADP	IN	_	5	prep	_	_
7	the	the	DET	DT	_	8	det	_	_
8	world	world	NOUN	NN	_	6	pobj	_	_
9	now	now	ADV	RB	_	5	advmod	_	_
10	.	.	PUNCT	.	_	5	punct	_	_"
I'm coo off all festivals until Coronavirus is out the way,neutral,"# text = I'm coo off all festivals until Coronavirus is out the way
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	'm	be	AUX	VBP	_	0	ROOT	_	_
3	coo	coo	NOUN	NN	_	2	attr	_	_
4	off	off	ADP	IN	_	3	prep	_	_
5	all	all	DET	DT	_	6	det	_	_
6	festivals	festival	NOUN	NNS	_	4	pobj	_	_
7	until	until	SCONJ	IN	_	9	mark	_	_
8	Coronavirus	Coronavirus	PROPN	NNP	_	9	nsubj	_	_
9	is	be	AUX	VBZ	_	3	advcl	_	_
10	out	out	ADV	RB	_	9	prep	_	_
11	the	the	DET	DT	_	12	det	_	_
12	way	way	NOUN	NN	_	10	pobj	_	_"
"@stonebwoyb Y'all know that, the masks you're buying to protect yourself from corona virus is made from China?",neutral,"# text = @stonebwoyb Y'all know that, the masks you're buying to protect yourself from corona virus is made from China?
1	@stonebwoyb	@stonebwoyb	PROPN	NNP	_	2	compound	_	_
2	Y'all	Y'all	PROPN	NNP	_	3	nsubj	_	_
3	know	know	VERB	VBP	_	0	ROOT	_	_
4	that	that	SCONJ	IN	_	18	mark	_	_
5	,	,	PUNCT	,	_	18	punct	_	_
6	the	the	DET	DT	_	7	det	_	_
7	masks	mask	NOUN	NNS	_	18	nsubjpass	_	_
8	you	you	PRON	PRP	_	10	nsubj	_	_
9	're	be	AUX	VBP	_	10	aux	_	_
10	buying	buy	VERB	VBG	_	7	relcl	_	_
11	to	to	PART	TO	_	12	aux	_	_
12	protect	protect	VERB	VB	_	10	advcl	_	_
13	yourself	yourself	PRON	PRP	_	12	dobj	_	_
14	from	from	ADP	IN	_	12	prep	_	_
15	corona	corona	PROPN	NNP	_	16	compound	_	_
16	virus	virus	PROPN	NNP	_	14	pobj	_	_
17	is	be	AUX	VBZ	_	18	auxpass	_	_
18	made	make	VERB	VBN	_	3	ccomp	_	_
19	from	from	ADP	IN	_	18	prep	_	_
20	China	China	PROPN	NNP	_	19	pobj	_	_
21	?	?	PUNCT	.	_	3	punct	_	_"
New post: Coronavirus: UAE Tour riders to be held in quarantine until 14 March,neutral,"# text = New post: Coronavirus: UAE Tour riders to be held in quarantine until 14 March
1	New	new	ADJ	JJ	_	2	amod	_	_
2	post	post	NOUN	NN	_	0	ROOT	_	_
3	:	:	PUNCT	:	_	2	punct	_	_
4	Coronavirus	Coronavirus	PROPN	NNP	_	2	appos	_	_
5	:	:	PUNCT	:	_	4	punct	_	_
6	UAE	UAE	PROPN	NNP	_	7	compound	_	_
7	Tour	Tour	PROPN	NNP	_	8	compound	_	_
8	riders	rider	NOUN	NNS	_	11	nsubjpass	_	_
9	to	to	PART	TO	_	11	aux	_	_
10	be	be	AUX	VB	_	11	auxpass	_	_
11	held	hold	VERB	VBN	_	4	acl	_	_
12	in	in	ADP	IN	_	11	prep	_	_
13	quarantine	quarantine	NOUN	NN	_	12	pobj	_	_
14	until	until	ADP	IN	_	11	prep	_	_
15	14	14	NUM	CD	_	16	nummod	_	_
16	March	March	PROPN	NNP	_	14	pobj	_	_"
Coronavirus Both a Challenge and an Opportunity,neutral,"# text = Coronavirus Both a Challenge and an Opportunity
1	Coronavirus	Coronavirus	PROPN	NNP	_	0	ROOT	_	_
2	Both	both	CCONJ	CC	_	4	preconj	_	_
3	a	a	DET	DT	_	4	det	_	_
4	Challenge	Challenge	PROPN	NNP	_	1	dobj	_	_
5	and	and	CCONJ	CC	_	4	cc	_	_
6	an	an	DET	DT	_	7	det	_	_
7	Opportunity	opportunity	NOUN	NN	_	4	conj	_	_"
"This way iPhone11 has not yet reached, may be it attracts corona Virus.",neutral,"# text = This way iPhone11 has not yet reached, may be it attracts corona Virus.
1	This	this	DET	DT	_	2	det	_	_
2	way	way	NOUN	NN	_	10	npadvmod	_	_
3	iPhone11	iPhone11	PROPN	NNP	_	7	nsubj	_	_
4	has	have	AUX	VBZ	_	7	aux	_	_
5	not	not	PART	RB	_	7	neg	_	_
6	yet	yet	ADV	RB	_	7	advmod	_	_
7	reached	reach	VERB	VBN	_	2	relcl	_	_
8	,	,	PUNCT	,	_	10	punct	_	_
9	may	may	AUX	MD	_	10	aux	_	_
10	be	be	AUX	VB	_	0	ROOT	_	_
11	it	it	PRON	PRP	_	12	nsubj	_	_
12	attracts	attract	VERB	VBZ	_	10	ccomp	_	_
13	corona	corona	PROPN	NNP	_	14	compound	_	_
14	Virus	Virus	PROPN	NNP	_	12	dobj	_	_
15	.	.	PUNCT	.	_	10	punct	_	_"
EU agency #ECDC takes centre stage in fight against #Coronavirus,neutral,"# text = EU agency #ECDC takes centre stage in fight against #Coronavirus
1	EU	EU	PROPN	NNP	_	2	compound	_	_
2	agency	agency	NOUN	NN	_	5	npadvmod	_	_
3	#	#	SYM	$	_	2	prep	_	_
4	ECDC	ECDC	PROPN	NNP	_	5	nsubj	_	_
5	takes	take	VERB	VBZ	_	0	ROOT	_	_
6	centre	centre	NOUN	NN	_	7	compound	_	_
7	stage	stage	NOUN	NN	_	5	dobj	_	_
8	in	in	ADP	IN	_	5	prep	_	_
9	fight	fight	NOUN	NN	_	8	pobj	_	_
10	against	against	ADP	IN	_	9	prep	_	_
11	#	#	SYM	$	_	12	nmod	_	_
12	Coronavirus	Coronavirus	PROPN	NNP	_	10	pobj	_	_"
Coronavirus is mutating: Chinese scientists find second strain,neutral,"# text = Coronavirus is mutating: Chinese scientists find second strain
1	Coronavirus	Coronavirus	PROPN	NNP	_	3	nsubj	_	_
2	is	be	AUX	VBZ	_	3	aux	_	_
3	mutating	mutate	VERB	VBG	_	7	ccomp	_	_
4	:	:	PUNCT	:	_	7	punct	_	_
5	Chinese	chinese	ADJ	JJ	_	6	amod	_	_
6	scientists	scientist	NOUN	NNS	_	7	nsubj	_	_
7	find	find	VERB	VBP	_	0	ROOT	_	_
8	second	second	ADJ	JJ	_	9	amod	_	_
9	strain	strain	NOUN	NN	_	7	dobj	_	_"
If I were coronavirus I would have started in a place like the Fulton DMV. Lots of wheezing bags of puss in every direction,neutral,"# text = If I were coronavirus I would have started in a place like the Fulton DMV.
1	If	if	SCONJ	IN	_	3	mark	_	_
2	I	I	PRON	PRP	_	3	nsubj	_	_
3	were	be	AUX	VBD	_	8	advcl	_	_
4	coronavirus	coronavirus	NOUN	NN	_	3	attr	_	_
5	I	I	PRON	PRP	_	8	nsubj	_	_
6	would	would	AUX	MD	_	8	aux	_	_
7	have	have	AUX	VB	_	8	aux	_	_
8	started	start	VERB	VBN	_	0	ROOT	_	_
9	in	in	ADP	IN	_	8	prep	_	_
10	a	a	DET	DT	_	11	det	_	_
11	place	place	NOUN	NN	_	9	pobj	_	_
12	like	like	ADP	IN	_	11	prep	_	_
13	the	the	DET	DT	_	15	det	_	_
14	Fulton	Fulton	PROPN	NNP	_	15	compound	_	_
15	DMV	DMV	PROPN	NNP	_	12	pobj	_	_
16	.	.	PUNCT	.	_	8	punct	_	_

# text = Lots of wheezing bags of puss in every direction
1	Lots	lot	NOUN	NNS	_	0	ROOT	_	_
2	of	of	ADP	IN	_	1	prep	_	_
3	wheezing	wheeze	VERB	VBG	_	2	pcomp	_	_
4	bags	bag	NOUN	NNS	_	3	dobj	_	_
5	of	of	ADP	IN	_	4	prep	_	_
6	puss	puss	NOUN	NN	_	5	pobj	_	_
7	in	in	ADP	IN	_	3	prep	_	_
8	every	every	DET	DT	_	9	det	_	_
9	direction	direction	NOUN	NN	_	7	pobj	_	_"
"U.S. coronavirus death toll rises; New York, Los Angeles region confirm new cases",neutral,"# text = U.S. coronavirus death toll rises; New York, Los Angeles region confirm new cases
1	U.S.	U.S.	PROPN	NNP	_	2	compound	_	_
2	coronavirus	coronavirus	NOUN	NN	_	4	compound	_	_
3	death	death	NOUN	NN	_	4	compound	_	_
4	toll	toll	NOUN	NN	_	5	nsubj	_	_
5	rises	rise	VERB	VBZ	_	13	ccomp	_	_
6	;	;	PUNCT	:	_	13	punct	_	_
7	New	New	PROPN	NNP	_	8	compound	_	_
8	York	York	PROPN	NNP	_	13	nsubj	_	_
9	,	,	PUNCT	,	_	8	punct	_	_
10	Los	Los	PROPN	NNP	_	11	compound	_	_
11	Angeles	Angeles	PROPN	NNP	_	12	compound	_	_
12	region	region	NOUN	NN	_	8	appos	_	_
13	confirm	confirm	VERB	VBP	_	0	ROOT	_	_
14	new	new	ADJ	JJ	_	15	amod	_	_
15	cases	case	NOUN	NNS	_	13	dobj	_	_"
"Two suspected of coronavirus at Chandigarh PGI, 31 home quarantined in city",neutral,"# text = Two suspected of coronavirus at Chandigarh PGI, 31 home quarantined in city
1	Two	two	NUM	CD	_	0	ROOT	_	_
2	suspected	suspect	VERB	VBN	_	1	acl	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	coronavirus	coronavirus	NOUN	NN	_	3	pobj	_	_
5	at	at	ADP	IN	_	2	prep	_	_
6	Chandigarh	Chandigarh	PROPN	NNP	_	7	compound	_	_
7	PGI	PGI	PROPN	NNP	_	5	pobj	_	_
8	,	,	PUNCT	,	_	1	punct	_	_
9	31	31	NUM	CD	_	10	nummod	_	_
10	home	home	NOUN	NN	_	1	appos	_	_
11	quarantined	quarantine	VERB	VBN	_	10	acl	_	_
12	in	in	ADP	IN	_	11	prep	_	_
13	city	city	NOUN	NN	_	12	pobj	_	_"
@ChrisMurphyCT You took a trip to a Coronavirus hot zone. You should be quarantined.,neutral,"# text = @ChrisMurphyCT You took a trip to a Coronavirus hot zone.
1	@ChrisMurphyCT	@chrismurphyct	NOUN	NN	_	3	npadvmod	_	_
2	You	you	PRON	PRP	_	3	nsubj	_	_
3	took	take	VERB	VBD	_	0	ROOT	_	_
4	a	a	DET	DT	_	5	det	_	_
5	trip	trip	NOUN	NN	_	3	dobj	_	_
6	to	to	ADP	IN	_	5	prep	_	_
7	a	a	DET	DT	_	10	det	_	_
8	Coronavirus	Coronavirus	PROPN	NNP	_	10	nmod	_	_
9	hot	hot	ADJ	JJ	_	10	amod	_	_
10	zone	zone	NOUN	NN	_	6	pobj	_	_
11	.	.	PUNCT	.	_	3	punct	_	_

# text = You should be quarantined.
1	You	you	PRON	PRP	_	4	nsubjpass	_	_
2	should	should	AUX	MD	_	4	aux	_	_
3	be	be	AUX	VB	_	4	auxpass	_	_
4	quarantined	quarantine	VERB	VBN	_	0	ROOT	_	_
5	.	.	PUNCT	.	_	4	punct	_	_"
I see things are going well. #coronavirus,neutral,"# text = I see things are going well.
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	see	see	VERB	VBP	_	0	ROOT	_	_
3	things	thing	NOUN	NNS	_	5	nsubj	_	_
4	are	be	AUX	VBP	_	5	aux	_	_
5	going	go	VERB	VBG	_	2	ccomp	_	_
6	well	well	ADV	RB	_	5	advmod	_	_
7	.	.	PUNCT	.	_	2	punct	_	_

# text = #coronavirus
1	#	#	SYM	$	_	2	punct	_	_
2	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_"
"With uncertainty the new norm, the coronavirus rattles the media industry",neutral,"# text = With uncertainty the new norm, the coronavirus rattles the media industry
1	With	with	ADP	IN	_	9	prep	_	_
2	uncertainty	uncertainty	NOUN	NN	_	1	pobj	_	_
3	the	the	DET	DT	_	5	det	_	_
4	new	new	ADJ	JJ	_	5	amod	_	_
5	norm	norm	NOUN	NN	_	1	pobj	_	_
6	,	,	PUNCT	,	_	9	punct	_	_
7	the	the	DET	DT	_	8	det	_	_
8	coronavirus	coronavirus	NOUN	NN	_	9	nsubj	_	_
9	rattles	rattle	VERB	VBZ	_	0	ROOT	_	_
10	the	the	DET	DT	_	12	det	_	_
11	media	media	NOUN	NN	_	12	compound	_	_
12	industry	industry	NOUN	NN	_	9	dobj	_	_"
#Covid_19 #coronavirus #CoronaVirusUpdates,neutral,"# text = #Covid_19 #coronavirus #CoronaVirusUpdates
1	#	#	SYM	$	_	2	punct	_	_
2	Covid_19	Covid_19	PROPN	NNP	_	0	ROOT	_	_
3	#	#	SYM	$	_	5	punct	_	_
4	coronavirus	coronavirus	PROPN	NNP	_	5	compound	_	_
5	#	#	SYM	$	_	2	appos	_	_
6	CoronaVirusUpdates	coronavirusupdate	NOUN	NNS	_	2	nummod	_	_"
