tweet,original_sentiment,conllu_parse
This coronavirus has really shown who does and doesn't know how to wash properly,neutral,"# text = This coronavirus has really shown who does and doesn't know how to wash properly
1	This	this	DET	DT	_	2	det	_	_
2	coronavirus	coronavirus	NOUN	NN	_	5	nsubj	_	_
3	has	have	AUX	VBZ	_	5	aux	_	_
4	really	really	ADV	RB	_	5	advmod	_	_
5	shown	show	VERB	VBN	_	0	ROOT	_	_
6	who	who	PRON	WP	_	7	nsubj	_	_
7	does	do	VERB	VBZ	_	5	ccomp	_	_
8	and	and	CCONJ	CC	_	5	cc	_	_
9	does	do	AUX	VBZ	_	11	aux	_	_
10	n't	not	PART	RB	_	11	neg	_	_
11	know	know	VERB	VB	_	5	conj	_	_
12	how	how	SCONJ	WRB	_	14	advmod	_	_
13	to	to	PART	TO	_	14	aux	_	_
14	wash	wash	VERB	VB	_	11	xcomp	_	_
15	properly	properly	ADV	RB	_	14	advmod	_	_"
"Another #coronavirus thought. Maybe ""a pound of prevention for a ounce of cure"" might just apply here",neutral,"# text = Another #coronavirus thought.
1	Another	another	DET	DT	_	2	det	_	_
2	#	#	SYM	$	_	4	meta	_	_
3	coronavirus	coronavirus	NOUN	NN	_	4	compound	_	_
4	thought	thought	NOUN	NN	_	0	ROOT	_	_
5	.	.	PUNCT	.	_	4	punct	_	_

# text = Maybe ""a pound of prevention for a ounce of cure"" might just apply here
1	Maybe	maybe	ADV	RB	_	4	advmod	_	_
2	""	""	PUNCT	``	_	4	punct	_	_
3	a	a	DET	DT	_	4	det	_	_
4	pound	pound	NOUN	NN	_	15	nsubj	_	_
5	of	of	ADP	IN	_	4	prep	_	_
6	prevention	prevention	NOUN	NN	_	5	pobj	_	_
7	for	for	ADP	IN	_	4	prep	_	_
8	a	a	DET	DT	_	9	det	_	_
9	ounce	ounce	NOUN	NN	_	7	pobj	_	_
10	of	of	ADP	IN	_	9	prep	_	_
11	cure	cure	NOUN	NN	_	10	pobj	_	_
12	""	""	PUNCT	''	_	15	punct	_	_
13	might	might	AUX	MD	_	15	aux	_	_
14	just	just	ADV	RB	_	15	advmod	_	_
15	apply	apply	VERB	VB	_	0	ROOT	_	_
16	here	here	ADV	RB	_	15	advmod	_	_"
You would think that the first thing to be selling out in stores would be soap :/ ... #coronavirus,neutral,"# text = You would think that the first thing to be selling out in stores would be soap :/ ...
1	You	you	PRON	PRP	_	3	nsubj	_	_
2	would	would	AUX	MD	_	3	aux	_	_
3	think	think	VERB	VB	_	0	ROOT	_	_
4	that	that	SCONJ	IN	_	15	mark	_	_
5	the	the	DET	DT	_	7	det	_	_
6	first	first	ADJ	JJ	_	7	amod	_	_
7	thing	thing	NOUN	NN	_	15	nsubj	_	_
8	to	to	PART	TO	_	10	aux	_	_
9	be	be	AUX	VB	_	10	aux	_	_
10	selling	sell	VERB	VBG	_	7	relcl	_	_
11	out	out	ADP	RP	_	10	prt	_	_
12	in	in	ADP	IN	_	10	prep	_	_
13	stores	store	NOUN	NNS	_	12	pobj	_	_
14	would	would	AUX	MD	_	15	aux	_	_
15	be	be	AUX	VB	_	3	ccomp	_	_
16	soap	soap	NOUN	NN	_	15	attr	_	_
17	:/	:/	PUNCT	NFP	_	3	punct	_	_
18	...	...	PUNCT	:	_	3	punct	_	_

# text = #coronavirus
1	#	#	SYM	$	_	2	punct	_	_
2	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_"
Coronavirus: Canada records first death by covid-19,neutral,"# text = Coronavirus: Canada records first death by covid-19
1	Coronavirus	Coronavirus	PROPN	NNP	_	4	dep	_	_
2	:	:	PUNCT	:	_	4	punct	_	_
3	Canada	Canada	PROPN	NNP	_	4	nsubj	_	_
4	records	record	VERB	VBZ	_	0	ROOT	_	_
5	first	first	ADJ	JJ	_	6	amod	_	_
6	death	death	NOUN	NN	_	4	dobj	_	_
7	by	by	ADP	IN	_	4	prep	_	_
8	covid-19	covid-19	PROPN	NNP	_	7	pobj	_	_"
#DMVnetwork shared post | Major League Baseball closes clubhouses to media amid coronavirus outbreak…...,neutral,"# text = #DMVnetwork shared post | Major League Baseball closes clubhouses to media amid coronavirus outbreak…...
1	#	#	SYM	$	_	2	nmod	_	_
2	DMVnetwork	dmvnetwork	NOUN	NN	_	4	nmod	_	_
3	shared	share	VERB	VBN	_	4	amod	_	_
4	post	post	NOUN	NN	_	5	compound	_	_
5	|	|	NOUN	NN	_	9	advmod	_	_
6	Major	Major	PROPN	NNP	_	7	compound	_	_
7	League	League	PROPN	NNP	_	8	compound	_	_
8	Baseball	Baseball	PROPN	NNP	_	9	nsubj	_	_
9	closes	close	VERB	VBZ	_	0	ROOT	_	_
10	clubhouses	clubhouse	NOUN	NNS	_	9	dobj	_	_
11	to	to	ADP	IN	_	9	dative	_	_
12	media	medium	NOUN	NNS	_	11	pobj	_	_
13	amid	amid	ADP	IN	_	9	prep	_	_
14	coronavirus	coronavirus	PROPN	NNP	_	15	compound	_	_
15	outbreak	outbreak	PROPN	NNP	_	13	pobj	_	_
16	…	…	PUNCT	NFP	_	9	punct	_	_
17	...	...	PUNCT	:	_	9	punct	_	_"
Miley Cyrus cancels concert over coronavirus fears for safety of band and crew,neutral,"# text = Miley Cyrus cancels concert over coronavirus fears for safety of band and crew
1	Miley	Miley	PROPN	NNP	_	2	compound	_	_
2	Cyrus	Cyrus	PROPN	NNP	_	3	nsubj	_	_
3	cancels	cancels	AUX	VBZ	_	4	aux	_	_
4	concert	concert	VERB	VB	_	0	ROOT	_	_
5	over	over	ADP	IN	_	4	prep	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
7	fears	fear	NOUN	NNS	_	5	pobj	_	_
8	for	for	ADP	IN	_	7	prep	_	_
9	safety	safety	NOUN	NN	_	8	pobj	_	_
10	of	of	ADP	IN	_	9	prep	_	_
11	band	band	NOUN	NN	_	10	pobj	_	_
12	and	and	CCONJ	CC	_	11	cc	_	_
13	crew	crew	NOUN	NN	_	11	conj	_	_"
@realDonaldTrump @VP If Pence is smart he will resign before you can blame your administrations coronavirus failures on him.,neutral,"# text = @realDonaldTrump @VP If Pence is smart he will resign before you can blame your administrations coronavirus failures on him.
1	@realDonaldTrump	@realdonaldtrump	VERB	VB	_	9	advcl	_	_
2	@VP	@VP	PROPN	NNP	_	1	dobj	_	_
3	If	if	SCONJ	IN	_	5	mark	_	_
4	Pence	Pence	PROPN	NNP	_	5	nsubj	_	_
5	is	be	AUX	VBZ	_	9	advcl	_	_
6	smart	smart	ADJ	JJ	_	5	acomp	_	_
7	he	he	PRON	PRP	_	9	nsubj	_	_
8	will	will	AUX	MD	_	9	aux	_	_
9	resign	resign	VERB	VB	_	0	ROOT	_	_
10	before	before	SCONJ	IN	_	13	mark	_	_
11	you	you	PRON	PRP	_	13	nsubj	_	_
12	can	can	AUX	MD	_	13	aux	_	_
13	blame	blame	VERB	VB	_	9	advcl	_	_
14	your	your	PRON	PRP$	_	15	poss	_	_
15	administrations	administration	NOUN	NNS	_	13	dobj	_	_
16	coronavirus	coronaviru	VERB	VBG	_	13	xcomp	_	_
17	failures	failure	NOUN	NNS	_	16	dobj	_	_
18	on	on	ADP	IN	_	16	prep	_	_
19	him	he	PRON	PRP	_	18	pobj	_	_
20	.	.	PUNCT	.	_	9	punct	_	_"
"Live audiences banished from ""Jeopardy!"" and ""Wheel of Fortune"" tapings amid coronavirus fears",neutral,"# text = Live audiences banished from ""Jeopardy!"" and ""Wheel of Fortune"" tapings amid coronavirus fears
1	Live	live	ADJ	JJ	_	2	amod	_	_
2	audiences	audience	NOUN	NNS	_	0	ROOT	_	_
3	banished	banish	VERB	VBN	_	2	acl	_	_
4	from	from	ADP	IN	_	3	prep	_	_
5	""	""	PUNCT	``	_	4	punct	_	_
6	Jeopardy	Jeopardy	PROPN	NNP	_	4	pobj	_	_
7	!	!	PUNCT	.	_	2	punct	_	_
8	""	""	PUNCT	''	_	2	punct	_	_
9	and	and	CCONJ	CC	_	2	cc	_	_
10	""	""	PUNCT	``	_	11	punct	_	_
11	Wheel	Wheel	PROPN	NNP	_	15	nmod	_	_
12	of	of	ADP	IN	_	11	prep	_	_
13	Fortune	Fortune	PROPN	NNP	_	12	pobj	_	_
14	""	""	PUNCT	''	_	11	punct	_	_
15	tapings	taping	NOUN	NNS	_	2	conj	_	_
16	amid	amid	ADP	IN	_	15	prep	_	_
17	coronavirus	coronavirus	NOUN	NN	_	18	compound	_	_
18	fears	fear	NOUN	NNS	_	16	pobj	_	_"
Coronavirus: British skiers in Austria contract aggressive strain ⁦@COVIDstats⁩ one of these is my friend,neutral,"# text = Coronavirus: British skiers in Austria contract aggressive strain ⁦@COVIDstats⁩ one of these is my friend
1	Coronavirus	Coronavirus	PROPN	NNP	_	14	npadvmod	_	_
2	:	:	PUNCT	:	_	1	punct	_	_
3	British	british	ADJ	JJ	_	4	amod	_	_
4	skiers	skier	NOUN	NNS	_	1	appos	_	_
5	in	in	ADP	IN	_	4	prep	_	_
6	Austria	Austria	PROPN	NNP	_	7	compound	_	_
7	contract	contract	NOUN	NN	_	5	pobj	_	_
8	aggressive	aggressive	ADJ	JJ	_	9	amod	_	_
9	strain	strain	NOUN	NN	_	1	appos	_	_
10	⁦@COVIDstats⁩	⁦@covidstats⁩	NOUN	NN	_	1	appos	_	_
11	one	one	NUM	CD	_	14	nsubj	_	_
12	of	of	ADP	IN	_	11	prep	_	_
13	these	these	PRON	DT	_	12	pobj	_	_
14	is	be	AUX	VBZ	_	0	ROOT	_	_
15	my	my	PRON	PRP$	_	16	poss	_	_
16	friend	friend	NOUN	NN	_	14	attr	_	_"
"@dhruv_rathee After communal and corona virus now we have to fight against 'Topple"" virus. Don't worry, we are also ready to fight.",neutral,"# text = @dhruv_rathee After communal and corona virus now we have to fight against 'Topple"" virus.
1	@dhruv_rathee	@dhruv_rathee	X	XX	_	9	dep	_	_
2	After	after	ADP	IN	_	9	prep	_	_
3	communal	communal	ADJ	JJ	_	6	amod	_	_
4	and	and	CCONJ	CC	_	3	cc	_	_
5	corona	corona	NOUN	NN	_	3	conj	_	_
6	virus	virus	NOUN	NN	_	2	pobj	_	_
7	now	now	ADV	RB	_	9	advmod	_	_
8	we	we	PRON	PRP	_	9	nsubj	_	_
9	have	have	VERB	VBP	_	0	ROOT	_	_
10	to	to	PART	TO	_	11	aux	_	_
11	fight	fight	VERB	VB	_	9	xcomp	_	_
12	against	against	ADP	IN	_	11	prep	_	_
13	'	'	PUNCT	``	_	16	punct	_	_
14	Topple	Topple	PROPN	NNP	_	16	nmod	_	_
15	""	""	PUNCT	''	_	16	punct	_	_
16	virus	virus	NOUN	NN	_	12	pobj	_	_
17	.	.	PUNCT	.	_	9	punct	_	_

# text = Don't worry, we are also ready to fight.
1	Do	do	AUX	VB	_	3	aux	_	_
2	n't	not	PART	RB	_	3	neg	_	_
3	worry	worry	VERB	VB	_	6	advcl	_	_
4	,	,	PUNCT	,	_	6	punct	_	_
5	we	we	PRON	PRP	_	6	nsubj	_	_
6	are	be	AUX	VBP	_	0	ROOT	_	_
7	also	also	ADV	RB	_	6	advmod	_	_
8	ready	ready	ADJ	JJ	_	6	acomp	_	_
9	to	to	PART	TO	_	10	aux	_	_
10	fight	fight	VERB	VB	_	8	xcomp	_	_
11	.	.	PUNCT	.	_	6	punct	_	_"
