tweet,original_sentiment,conllu_parse
"UK coronavirus cases double to eight, government declares 'imminent threat'",neutral,"# text = UK coronavirus cases double to eight, government declares 'imminent threat'
1	UK	UK	PROPN	NNP	_	3	compound	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	compound	_	_
3	cases	case	NOUN	NNS	_	9	dep	_	_
4	double	double	ADJ	JJ	_	3	amod	_	_
5	to	to	ADP	IN	_	4	prep	_	_
6	eight	eight	NUM	CD	_	5	pobj	_	_
7	,	,	PUNCT	,	_	9	punct	_	_
8	government	government	NOUN	NN	_	9	nsubj	_	_
9	declares	declare	VERB	VBZ	_	0	ROOT	_	_
10	'	'	PUNCT	``	_	9	punct	_	_
11	imminent	imminent	ADJ	JJ	_	12	amod	_	_
12	threat	threat	NOUN	NN	_	9	dobj	_	_
13	'	'	PUNCT	''	_	9	punct	_	_"
George Bush did coronavirus.,neutral,"# text = George Bush did coronavirus.
1	George	George	PROPN	NNP	_	2	compound	_	_
2	Bush	Bush	PROPN	NNP	_	3	nsubj	_	_
3	did	do	VERB	VBD	_	0	ROOT	_	_
4	coronavirus	coronavirus	NOUN	NN	_	3	dobj	_	_
5	.	.	PUNCT	.	_	3	punct	_	_"
@emmageorgeanne: i just think they're mad bc the corona virus is killing off all the ppl who [were] gonna vote for trump,negative,"# text = @emmageorgeanne: i just think they're mad bc the corona virus is killing off all the ppl who [were] gonna vote for trump
1	@emmageorgeanne	@emmageorgeanne	PROPN	NNP	_	5	dep	_	_
2	:	:	PUNCT	:	_	1	punct	_	_
3	i	I	PRON	PRP	_	5	nsubj	_	_
4	just	just	ADV	RB	_	5	advmod	_	_
5	think	think	VERB	VBP	_	0	ROOT	_	_
6	they	they	PRON	PRP	_	7	nsubj	_	_
7	're	be	AUX	VBP	_	5	ccomp	_	_
8	mad	mad	ADJ	JJ	_	7	acomp	_	_
9	bc	bc	PROPN	NNP	_	12	nmod	_	_
10	the	the	DET	DT	_	12	det	_	_
11	corona	corona	PROPN	NNP	_	12	compound	_	_
12	virus	virus	NOUN	NN	_	14	nsubj	_	_
13	is	be	AUX	VBZ	_	14	aux	_	_
14	killing	kill	VERB	VBG	_	8	ccomp	_	_
15	off	off	ADP	RP	_	14	prt	_	_
16	all	all	DET	PDT	_	18	predet	_	_
17	the	the	DET	DT	_	18	det	_	_
18	ppl	ppl	NOUN	NN	_	14	dobj	_	_
19	who	who	PRON	WP	_	23	nsubj	_	_
20	[	[	X	XX	_	23	dep	_	_
21	were	be	AUX	VBD	_	23	aux	_	_
22	]	]	X	XX	_	23	punct	_	_
23	gon	go	VERB	VBG	_	18	relcl	_	_
24	na	to	PART	TO	_	25	aux	_	_
25	vote	vote	VERB	VB	_	23	xcomp	_	_
26	for	for	ADP	IN	_	25	prep	_	_
27	trump	trump	NOUN	NN	_	26	pobj	_	_"
"GO OUTSIDE AND CATCH CORONA VIRUS, IT WILL NOT STEAL YOUR MIND AND REVERT YOU TO YOUR BASE INSTINCTS I WOULD NEVER",negative,"# text = GO OUTSIDE AND CATCH CORONA VIRUS, IT WILL NOT STEAL YOUR MIND AND REVERT YOU TO YOUR BASE INSTINCTS
1	GO	go	VERB	VB	_	11	advcl	_	_
2	OUTSIDE	outside	ADV	RB	_	1	advmod	_	_
3	AND	and	CCONJ	CC	_	1	cc	_	_
4	CATCH	CATCH	PROPN	NNP	_	6	compound	_	_
5	CORONA	CORONA	PROPN	NNP	_	6	compound	_	_
6	VIRUS	VIRUS	PROPN	NNP	_	1	conj	_	_
7	,	,	PUNCT	,	_	11	punct	_	_
8	IT	it	PRON	PRP	_	11	nsubj	_	_
9	WILL	will	AUX	MD	_	11	aux	_	_
10	NOT	not	PART	RB	_	11	neg	_	_
11	STEAL	steal	VERB	VB	_	0	ROOT	_	_
12	YOUR	your	PRON	PRP$	_	13	poss	_	_
13	MIND	MIND	NOUN	NNS	_	11	dobj	_	_
14	AND	and	CCONJ	CC	_	11	cc	_	_
15	REVERT	revert	VERB	VB	_	11	conj	_	_
16	YOU	you	PRON	PRP	_	15	dobj	_	_
17	TO	to	ADP	IN	_	15	prep	_	_
18	YOUR	your	PRON	PRP$	_	20	poss	_	_
19	BASE	BASE	PROPN	NNP	_	20	compound	_	_
20	INSTINCTS	INSTINCTS	PROPN	NNP	_	17	pobj	_	_

# text = I WOULD NEVER
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	WOULD	would	AUX	MD	_	0	ROOT	_	_
3	NEVER	never	ADV	RB	_	2	neg	_	_"
#Coronavirus: Six inmates killed during riots at prisons across Italy over measures to tackle #COVID19 outbreak,negative,"# text = #Coronavirus: Six inmates killed during riots at prisons across Italy over measures to tackle #COVID19 outbreak
1	#	#	SYM	$	_	2	punct	_	_
2	Coronavirus	Coronavirus	PROPN	NNP	_	19	dep	_	_
3	:	:	PUNCT	:	_	19	punct	_	_
4	Six	six	NUM	CD	_	5	nummod	_	_
5	inmates	inmate	NOUN	NNS	_	19	nsubj	_	_
6	killed	kill	VERB	VBN	_	5	acl	_	_
7	during	during	ADP	IN	_	6	prep	_	_
8	riots	riot	NOUN	NNS	_	7	pobj	_	_
9	at	at	ADP	IN	_	8	prep	_	_
10	prisons	prison	NOUN	NNS	_	9	pobj	_	_
11	across	across	ADP	IN	_	10	prep	_	_
12	Italy	Italy	PROPN	NNP	_	11	pobj	_	_
13	over	over	ADP	IN	_	6	prep	_	_
14	measures	measure	NOUN	NNS	_	13	pobj	_	_
15	to	to	PART	TO	_	16	aux	_	_
16	tackle	tackle	VERB	VB	_	14	relcl	_	_
17	#	#	SYM	$	_	18	nmod	_	_
18	COVID19	covid19	NOUN	NN	_	16	dobj	_	_
19	outbreak	outbreak	NOUN	NN	_	0	ROOT	_	_"
@scroll_in It means we have the power and courage to fight the mysterious Corona Virus.... India may Help China...,neutral,"# text = @scroll_in
1	@scroll_in	@scroll_in	PROPN	NNP	_	0	ROOT	_	_

# text = It means we have the power and courage to fight the mysterious Corona Virus....
1	It	it	PRON	PRP	_	2	nsubj	_	_
2	means	mean	VERB	VBZ	_	0	ROOT	_	_
3	we	we	PRON	PRP	_	4	nsubj	_	_
4	have	have	VERB	VBP	_	2	ccomp	_	_
5	the	the	DET	DT	_	6	det	_	_
6	power	power	NOUN	NN	_	4	dobj	_	_
7	and	and	CCONJ	CC	_	6	cc	_	_
8	courage	courage	NOUN	NN	_	6	conj	_	_
9	to	to	PART	TO	_	10	aux	_	_
10	fight	fight	VERB	VB	_	4	advcl	_	_
11	the	the	DET	DT	_	14	det	_	_
12	mysterious	mysterious	ADJ	JJ	_	14	amod	_	_
13	Corona	Corona	PROPN	NNP	_	14	compound	_	_
14	Virus	Virus	PROPN	NNP	_	10	dobj	_	_
15	....	....	PUNCT	.	_	2	punct	_	_

# text = India may Help China...
1	India	India	PROPN	NNP	_	3	nsubj	_	_
2	may	may	AUX	MD	_	3	aux	_	_
3	Help	help	VERB	VB	_	0	ROOT	_	_
4	China	China	PROPN	NNP	_	3	dobj	_	_
5	...	...	PUNCT	:	_	3	punct	_	_"
CoRoNaViRuS iS sCaRy- @HammerNation19,negative,"# text = CoRoNaViRuS iS sCaRy- @HammerNation19
1	CoRoNaViRuS	CoRoNaViRuS	PROPN	NNP	_	2	nsubj	_	_
2	iS	be	AUX	VBZ	_	0	ROOT	_	_
3	sCaRy-	sCaRy-	PUNCT	.	_	2	attr	_	_
4	@HammerNation19	@hammernation19	ADJ	JJ	_	2	acomp	_	_"
#coronavirus #coronovirusoutbreak,neutral,"# text = #coronavirus #coronovirusoutbreak
1	#	#	SYM	$	_	4	dep	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	compound	_	_
3	#	#	SYM	$	_	4	compound	_	_
4	coronovirusoutbreak	coronovirusoutbreak	NOUN	NN	_	0	ROOT	_	_"
First-quarter GDP may be as low as 1.2% because of coronavirus @CNBC,neutral,"# text = First-quarter GDP may be as low as 1.2% because of coronavirus @CNBC
1	First	first	ADJ	JJ	_	3	amod	_	_
2	-	-	PUNCT	HYPH	_	3	punct	_	_
3	quarter	quarter	NOUN	NN	_	4	compound	_	_
4	GDP	GDP	PROPN	NNP	_	6	nsubj	_	_
5	may	may	AUX	MD	_	6	aux	_	_
6	be	be	AUX	VB	_	0	ROOT	_	_
7	as	as	ADV	RB	_	8	advmod	_	_
8	low	low	ADJ	JJ	_	6	acomp	_	_
9	as	as	ADP	IN	_	8	prep	_	_
10	1.2	1.2	NUM	CD	_	11	nummod	_	_
11	%	%	NOUN	NN	_	9	pobj	_	_
12	because	because	SCONJ	IN	_	6	prep	_	_
13	of	of	ADP	IN	_	12	pcomp	_	_
14	coronavirus	coronavirus	NOUN	NN	_	12	pobj	_	_
15	@CNBC	@CNBC	PROPN	NNP	_	12	pobj	_	_"
Headline: Coronavirus outbreak: UN shifts biodiversity meeting to Italy,neutral,"# text = Headline: Coronavirus outbreak: UN shifts biodiversity meeting to Italy
1	Headline	headline	NOUN	NN	_	0	ROOT	_	_
2	:	:	PUNCT	:	_	1	punct	_	_
3	Coronavirus	Coronavirus	PROPN	NNP	_	4	compound	_	_
4	outbreak	outbreak	NOUN	NN	_	1	appos	_	_
5	:	:	PUNCT	:	_	4	punct	_	_
6	UN	UN	PROPN	NNP	_	7	compound	_	_
7	shifts	shift	NOUN	NNS	_	9	compound	_	_
8	biodiversity	biodiversity	NOUN	NN	_	9	compound	_	_
9	meeting	meeting	NOUN	NN	_	4	appos	_	_
10	to	to	ADP	IN	_	9	prep	_	_
11	Italy	Italy	PROPN	NNP	_	10	pobj	_	_"
