tweet,original_sentiment,conllu_parse
Corona virus is caused by corruption. Magu ma pa mi now. üòÇ ü§£,neutral,"# text = Corona virus is caused by corruption.
1	Corona	Corona	PROPN	NNP	_	2	compound	_	_
2	virus	virus	NOUN	NN	_	4	nsubjpass	_	_
3	is	be	AUX	VBZ	_	4	auxpass	_	_
4	caused	cause	VERB	VBN	_	0	ROOT	_	_
5	by	by	ADP	IN	_	4	agent	_	_
6	corruption	corruption	NOUN	NN	_	5	pobj	_	_
7	.	.	PUNCT	.	_	4	punct	_	_

# text = Magu ma pa mi now.
1	Magu	Magu	PROPN	NNP	_	4	compound	_	_
2	ma	ma	PROPN	NNP	_	4	compound	_	_
3	pa	pa	PROPN	NNP	_	4	compound	_	_
4	mi	mi	PROPN	NNP	_	0	ROOT	_	_
5	now	now	ADV	RB	_	4	advmod	_	_
6	.	.	PUNCT	.	_	4	punct	_	_

# text = üòÇ ü§£
1	üòÇ	üòÇ	PROPN	NNP	_	2	amod	_	_
2	ü§£	ü§£	NOUN	NN	_	0	ROOT	_	_"
"wow coronavirus is now in London, can't wait to go to work tomorrow",neutral,"# text = wow coronavirus is now in London, can't wait to go to work tomorrow
1	wow	wow	INTJ	UH	_	3	intj	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	nsubj	_	_
3	is	be	AUX	VBZ	_	0	ROOT	_	_
4	now	now	ADV	RB	_	3	advmod	_	_
5	in	in	ADP	IN	_	3	prep	_	_
6	London	London	PROPN	NNP	_	5	pobj	_	_
7	,	,	PUNCT	,	_	3	punct	_	_
8	ca	can	AUX	MD	_	10	aux	_	_
9	n't	not	PART	RB	_	10	neg	_	_
10	wait	wait	VERB	VB	_	3	conj	_	_
11	to	to	PART	TO	_	12	aux	_	_
12	go	go	VERB	VB	_	10	xcomp	_	_
13	to	to	ADP	IN	_	12	prep	_	_
14	work	work	NOUN	NN	_	13	pobj	_	_
15	tomorrow	tomorrow	NOUN	NN	_	10	npadvmod	_	_"
When will the threat of coronavirus end? It might return every winter SEE DETAILS AT ==>,neutral,"# text = When will the threat of coronavirus end?
1	When	when	SCONJ	WRB	_	0	ROOT	_	_
2	will	will	AUX	MD	_	1	aux	_	_
3	the	the	DET	DT	_	4	det	_	_
4	threat	threat	NOUN	NN	_	2	nsubj	_	_
5	of	of	ADP	IN	_	4	prep	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
7	end	end	NOUN	NN	_	5	pobj	_	_
8	?	?	PUNCT	.	_	1	punct	_	_

# text = It might return every winter SEE DETAILS AT ==>
1	It	it	PRON	PRP	_	3	nsubj	_	_
2	might	might	AUX	MD	_	3	aux	_	_
3	return	return	VERB	VB	_	0	ROOT	_	_
4	every	every	DET	DT	_	5	det	_	_
5	winter	winter	NOUN	NN	_	3	npadvmod	_	_
6	SEE	see	VERB	VBP	_	3	advcl	_	_
7	DETAILS	DETAILS	PROPN	NNP	_	8	compound	_	_
8	AT	AT	PROPN	NNP	_	6	dobj	_	_
9	=	=	NOUN	NNS	_	3	dobj	_	_
10	=	=	NOUN	NN	_	3	dobj	_	_
11	>	>	X	ADD	_	3	punct	_	_"
"How one Edmonton couple is spending Valentine's Day at sea, on the ship quarantined for coronavirus @ctvedmonton",neutral,"# text = How one Edmonton couple is spending Valentine's Day at sea, on the ship quarantined for coronavirus @ctvedmonton
1	How	how	SCONJ	WRB	_	6	advmod	_	_
2	one	one	NUM	CD	_	4	nummod	_	_
3	Edmonton	Edmonton	PROPN	NNP	_	4	compound	_	_
4	couple	couple	NOUN	NN	_	6	nsubj	_	_
5	is	be	AUX	VBZ	_	6	aux	_	_
6	spending	spend	VERB	VBG	_	0	ROOT	_	_
7	Valentine	Valentine	PROPN	NNP	_	9	poss	_	_
8	's	's	PART	POS	_	7	case	_	_
9	Day	Day	PROPN	NNP	_	6	dobj	_	_
10	at	at	ADP	IN	_	9	prep	_	_
11	sea	sea	NOUN	NN	_	10	pobj	_	_
12	,	,	PUNCT	,	_	6	punct	_	_
13	on	on	ADP	IN	_	6	prep	_	_
14	the	the	DET	DT	_	15	det	_	_
15	ship	ship	NOUN	NN	_	13	pobj	_	_
16	quarantined	quarantine	VERB	VBN	_	15	acl	_	_
17	for	for	ADP	IN	_	16	prep	_	_
18	coronavirus	coronavirus	NOUN	NN	_	17	pobj	_	_
19	@ctvedmonton	@ctvedmonton	PROPN	NNP	_	18	appos	_	_"
IMF's Georgieva: May cut global growth forecast over coronavirus outbreak via FXStreet #forex #fx,neutral,"# text = IMF's Georgieva: May cut global growth forecast over coronavirus outbreak via FXStreet #forex #fx
1	IMF	IMF	PROPN	NNP	_	3	poss	_	_
2	's	's	PART	POS	_	1	case	_	_
3	Georgieva	Georgieva	PROPN	NNP	_	6	nsubj	_	_
4	:	:	PUNCT	:	_	3	punct	_	_
5	May	may	AUX	MD	_	6	aux	_	_
6	cut	cut	VERB	VB	_	0	ROOT	_	_
7	global	global	ADJ	JJ	_	8	amod	_	_
8	growth	growth	NOUN	NN	_	9	compound	_	_
9	forecast	forecast	NOUN	NN	_	6	dobj	_	_
10	over	over	ADP	IN	_	6	prep	_	_
11	coronavirus	coronavirus	NOUN	NN	_	12	compound	_	_
12	outbreak	outbreak	NOUN	NN	_	10	pobj	_	_
13	via	via	ADP	IN	_	12	prep	_	_
14	FXStreet	fxstreet	NOUN	NN	_	16	nmod	_	_
15	#	#	SYM	$	_	16	nmod	_	_
16	forex	forex	X	FW	_	13	pobj	_	_
17	#	#	SYM	$	_	16	dep	_	_
18	fx	fx	NOUN	NN	_	16	nummod	_	_"
Everyone is leaving because of the corona virus,neutral,"# text = Everyone is leaving because of the corona virus
1	Everyone	everyone	PRON	NN	_	3	nsubj	_	_
2	is	be	AUX	VBZ	_	3	aux	_	_
3	leaving	leave	VERB	VBG	_	0	ROOT	_	_
4	because	because	SCONJ	IN	_	3	prep	_	_
5	of	of	ADP	IN	_	4	pcomp	_	_
6	the	the	DET	DT	_	8	det	_	_
7	corona	corona	PROPN	NNP	_	8	compound	_	_
8	virus	virus	NOUN	NN	_	4	pobj	_	_"
@CheriJacobus @ronsterd89 Trump MAGA hats and T-Shirts made in China may be infected with Coronavirus!,neutral,"# text = @CheriJacobus @ronsterd89 Trump MAGA hats and T-Shirts made in China may be infected with Coronavirus!
1	@CheriJacobus	@CheriJacobus	PROPN	NNP	_	5	compound	_	_
2	@ronsterd89	@ronsterd89	PROPN	NNP	_	4	compound	_	_
3	Trump	Trump	PROPN	NNP	_	4	compound	_	_
4	MAGA	MAGA	PROPN	NNP	_	5	compound	_	_
5	hats	hat	NOUN	NNS	_	15	nsubjpass	_	_
6	and	and	CCONJ	CC	_	5	cc	_	_
7	T	T	PROPN	NNP	_	9	compound	_	_
8	-	-	PUNCT	HYPH	_	9	punct	_	_
9	Shirts	Shirts	PROPN	NNP	_	5	conj	_	_
10	made	make	VERB	VBN	_	5	acl	_	_
11	in	in	ADP	IN	_	10	prep	_	_
12	China	China	PROPN	NNP	_	11	pobj	_	_
13	may	may	AUX	MD	_	15	aux	_	_
14	be	be	AUX	VB	_	15	auxpass	_	_
15	infected	infect	VERB	VBN	_	0	ROOT	_	_
16	with	with	ADP	IN	_	15	prep	_	_
17	Coronavirus	Coronavirus	PROPN	NNP	_	16	pobj	_	_
18	!	!	PUNCT	.	_	15	punct	_	_"
What you should know about coronavirus #healthydriven #coronavirus,neutral,"# text = What you should know about coronavirus #healthydriven #coronavirus
1	What	what	PRON	WP	_	4	dobj	_	_
2	you	you	PRON	PRP	_	4	nsubj	_	_
3	should	should	AUX	MD	_	4	aux	_	_
4	know	know	VERB	VB	_	0	ROOT	_	_
5	about	about	ADP	IN	_	4	prep	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
7	#	#	SYM	$	_	5	pobj	_	_
8	healthydriven	healthydriven	PROPN	NNP	_	5	pobj	_	_
9	#	#	SYM	$	_	10	punct	_	_
10	coronavirus	coronavirus	NOUN	NN	_	5	pobj	_	_"
Coronavirus disease named Covid-19,neutral,"# text = Coronavirus disease named Covid-19
1	Coronavirus	Coronavirus	PROPN	NNP	_	2	compound	_	_
2	disease	disease	NOUN	NN	_	0	ROOT	_	_
3	named	name	VERB	VBN	_	2	acl	_	_
4	Covid-19	Covid-19	PROPN	NNP	_	3	oprd	_	_"
Diamond Princess'te 67 yeni coronavirus vakası,neutral,"# text = Diamond Princess'te 67 yeni coronavirus vakası
1	Diamond	Diamond	PROPN	NNP	_	2	compound	_	_
2	Princess'te	Princess'te	PROPN	NNP	_	6	npadvmod	_	_
3	67	67	NUM	CD	_	2	nummod	_	_
4	yeni	yeni	ADJ	JJ	_	2	amod	_	_
5	coronavirus	coronavirus	PROPN	NNP	_	6	compound	_	_
6	vakası	vakası	PROPN	NNP	_	0	ROOT	_	_"
How to protect yourself from coronavirus,neutral,"# text = How to protect yourself from coronavirus
1	How	how	SCONJ	WRB	_	3	advmod	_	_
2	to	to	PART	TO	_	3	aux	_	_
3	protect	protect	VERB	VB	_	0	ROOT	_	_
4	yourself	yourself	PRON	PRP	_	3	dobj	_	_
5	from	from	ADP	IN	_	3	prep	_	_
6	coronavirus	coronavirus	NOUN	NN	_	5	pobj	_	_"
Open pit fires to burn bodies? #coronavirus #coronavirusoutbreak #covid19 #covid2019,neutral,"# text = Open pit fires to burn bodies?
1	Open	open	ADJ	JJ	_	3	amod	_	_
2	pit	pit	NOUN	NN	_	3	compound	_	_
3	fires	fire	NOUN	NNS	_	0	ROOT	_	_
4	to	to	PART	TO	_	5	aux	_	_
5	burn	burn	VERB	VB	_	3	relcl	_	_
6	bodies	body	NOUN	NNS	_	5	dobj	_	_
7	?	?	PUNCT	.	_	3	punct	_	_

# text = #coronavirus #coronavirusoutbreak #covid19 #covid2019
1	#	#	SYM	$	_	2	nmod	_	_
2	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_
3	#	#	SYM	$	_	2	nsubj	_	_
4	coronavirusoutbreak	coronavirusoutbreak	NOUN	NN	_	2	appos	_	_
5	#	#	SYM	$	_	6	punct	_	_
6	covid19	covid19	NOUN	NN	_	2	appos	_	_
7	#	#	SYM	$	_	8	nmod	_	_
8	covid2019	covid2019	PROPN	NNP	_	2	appos	_	_"
