tweet,original_sentiment,conllu_parse
"Now that #SuperBowlLIV is over we can also resume our scheduled coverage of #Coronavirus, gamed futures and the world ending tomorrow.",neutral,"# text = Now that #SuperBowlLIV is over we can also resume our scheduled coverage of #Coronavirus, gamed futures and the world ending tomorrow.
1	Now	now	ADV	RB	_	10	advmod	_	_
2	that	that	SCONJ	IN	_	5	mark	_	_
3	#	#	SYM	$	_	4	nmod	_	_
4	SuperBowlLIV	SuperBowlLIV	PROPN	NNP	_	5	nsubj	_	_
5	is	be	AUX	VBZ	_	1	ccomp	_	_
6	over	over	ADP	IN	_	5	advmod	_	_
7	we	we	PRON	PRP	_	10	nsubj	_	_
8	can	can	AUX	MD	_	10	aux	_	_
9	also	also	ADV	RB	_	10	advmod	_	_
10	resume	resume	VERB	VB	_	0	ROOT	_	_
11	our	our	PRON	PRP$	_	13	poss	_	_
12	scheduled	scheduled	ADJ	JJ	_	13	amod	_	_
13	coverage	coverage	NOUN	NN	_	10	dobj	_	_
14	of	of	ADP	IN	_	13	prep	_	_
15	#	#	SYM	$	_	16	nmod	_	_
16	Coronavirus	Coronavirus	PROPN	NNP	_	14	pobj	_	_
17	,	,	PUNCT	,	_	16	punct	_	_
18	gamed	gamed	ADJ	JJ	_	19	amod	_	_
19	futures	future	NOUN	NNS	_	16	conj	_	_
20	and	and	CCONJ	CC	_	19	cc	_	_
21	the	the	DET	DT	_	22	det	_	_
22	world	world	NOUN	NN	_	19	conj	_	_
23	ending	end	VERB	VBG	_	22	acl	_	_
24	tomorrow	tomorrow	NOUN	NN	_	23	npadvmod	_	_
25	.	.	PUNCT	.	_	10	punct	_	_"
@spidershore amazing coronavirus is no more,neutral,"# text = @spidershore amazing coronavirus is no more
1	@spidershore	@spidershore	NOUN	NN	_	3	nmod	_	_
2	amazing	amazing	ADJ	JJ	_	3	amod	_	_
3	coronavirus	coronavirus	NOUN	NN	_	4	nsubj	_	_
4	is	be	AUX	VBZ	_	0	ROOT	_	_
5	no	no	ADV	RB	_	6	neg	_	_
6	more	more	ADV	RBR	_	4	attr	_	_"
ITV News: More Britons arrive back in UK from coronavirus-hit Wuhan | ITV News. via @GoogleNews,neutral,"# text = ITV News: More Britons arrive back in UK from coronavirus-hit Wuhan | ITV News.
1	ITV	ITV	PROPN	NNP	_	2	compound	_	_
2	News	News	PROPN	NNP	_	0	ROOT	_	_
3	:	:	PUNCT	:	_	2	punct	_	_
4	More	More	ADJ	JJR	_	5	amod	_	_
5	Britons	Britons	PROPN	NNPS	_	6	nsubj	_	_
6	arrive	arrive	VERB	VB	_	2	acl	_	_
7	back	back	ADV	RB	_	6	advmod	_	_
8	in	in	ADP	IN	_	7	prep	_	_
9	UK	UK	PROPN	NNP	_	8	pobj	_	_
10	from	from	ADP	IN	_	6	prep	_	_
11	coronavirus	coronavirus	NOUN	NN	_	13	npadvmod	_	_
12	-	-	PUNCT	HYPH	_	13	punct	_	_
13	hit	hit	VERB	VBN	_	14	amod	_	_
14	Wuhan	Wuhan	PROPN	NNP	_	10	pobj	_	_
15	|	|	ADV	RB	_	17	compound	_	_
16	ITV	ITV	PROPN	NNP	_	17	compound	_	_
17	News	News	PROPN	NNP	_	6	npadvmod	_	_
18	.	.	PUNCT	.	_	6	punct	_	_

# text = via @GoogleNews
1	via	via	ADP	IN	_	0	ROOT	_	_
2	@GoogleNews	@googlenews	NOUN	NN	_	1	pobj	_	_"
ICYMI: @world_hydrogen congress postponed to 22-23 September 2020 due to #COVID19 #hydrogen #coronavirus,negative,"# text = ICYMI: @world_hydrogen congress postponed to 22-23 September 2020 due to #COVID19
1	ICYMI	ICYMI	PROPN	NNP	_	5	dep	_	_
2	:	:	PUNCT	:	_	5	punct	_	_
3	@world_hydrogen	@world_hydrogen	PROPN	NNP	_	4	compound	_	_
4	congress	congress	PROPN	NNP	_	5	nsubj	_	_
5	postponed	postpone	VERB	VBD	_	0	ROOT	_	_
6	to	to	ADP	IN	_	5	prep	_	_
7	22	22	NUM	CD	_	9	quantmod	_	_
8	-	-	SYM	SYM	_	9	punct	_	_
9	23	23	NUM	CD	_	6	pobj	_	_
10	September	September	PROPN	NNP	_	5	npadvmod	_	_
11	2020	2020	NUM	CD	_	10	nummod	_	_
12	due	due	ADP	IN	_	5	prep	_	_
13	to	to	ADP	IN	_	12	pcomp	_	_
14	#	#	SYM	$	_	13	dep	_	_
15	COVID19	covid19	NOUN	NN	_	5	punct	_	_

# text = #hydrogen #coronavirus
1	#	#	SYM	$	_	4	punct	_	_
2	hydrogen	hydrogen	NOUN	NN	_	4	compound	_	_
3	#	#	PROPN	NNP	_	4	compound	_	_
4	coronavirus	coronavirus	PROPN	NNP	_	0	ROOT	_	_"
People seem to care a lot less about me smoking at the bus stop these days what with coronavirus and all,negative,"# text = People seem to care a lot less about me smoking at the bus stop these days what with coronavirus and all
1	People	People	NOUN	NNS	_	2	nsubj	_	_
2	seem	seem	VERB	VBP	_	0	ROOT	_	_
3	to	to	PART	TO	_	4	aux	_	_
4	care	care	VERB	VB	_	2	xcomp	_	_
5	a	a	DET	DT	_	6	det	_	_
6	lot	lot	NOUN	NN	_	7	npadvmod	_	_
7	less	less	ADJ	JJR	_	4	dobj	_	_
8	about	about	ADP	IN	_	7	prep	_	_
9	me	I	PRON	PRP	_	10	nsubj	_	_
10	smoking	smoke	VERB	VBG	_	8	pcomp	_	_
11	at	at	ADP	IN	_	10	prep	_	_
12	the	the	DET	DT	_	14	det	_	_
13	bus	bus	NOUN	NN	_	14	compound	_	_
14	stop	stop	VERB	VB	_	11	pobj	_	_
15	these	these	DET	DT	_	16	det	_	_
16	days	day	NOUN	NNS	_	14	npadvmod	_	_
17	what	what	PRON	WP	_	18	dep	_	_
18	with	with	ADP	IN	_	14	prep	_	_
19	coronavirus	coronavirus	NOUN	NN	_	18	pobj	_	_
20	and	and	CCONJ	CC	_	2	cc	_	_
21	all	all	PRON	DT	_	2	conj	_	_"
China's aviation sector set for hard landing after coronavirus,negative,"# text = China's aviation sector set for hard landing after coronavirus
1	China	China	PROPN	NNP	_	4	poss	_	_
2	's	's	PART	POS	_	1	case	_	_
3	aviation	aviation	NOUN	NN	_	4	compound	_	_
4	sector	sector	NOUN	NN	_	5	nsubj	_	_
5	set	set	VERB	VBN	_	0	ROOT	_	_
6	for	for	ADP	IN	_	5	prep	_	_
7	hard	hard	ADJ	JJ	_	8	amod	_	_
8	landing	landing	NOUN	NN	_	6	pobj	_	_
9	after	after	ADP	IN	_	5	prep	_	_
10	coronavirus	coronavirus	NOUN	NN	_	9	pobj	_	_"
"Princess Cruises ship held up off California coast with sick passengers, awaiting coronavirus tests",negative,"# text = Princess Cruises ship held up off California coast with sick passengers, awaiting coronavirus tests
1	Princess	Princess	PROPN	NNP	_	2	compound	_	_
2	Cruises	Cruises	PROPN	NNP	_	3	compound	_	_
3	ship	ship	NOUN	NN	_	4	nsubj	_	_
4	held	hold	VERB	VBD	_	0	ROOT	_	_
5	up	up	ADP	RP	_	4	prt	_	_
6	off	off	ADP	IN	_	4	prep	_	_
7	California	California	PROPN	NNP	_	8	compound	_	_
8	coast	coast	NOUN	NN	_	6	pobj	_	_
9	with	with	ADP	IN	_	4	prep	_	_
10	sick	sick	ADJ	JJ	_	11	amod	_	_
11	passengers	passenger	NOUN	NNS	_	9	pobj	_	_
12	,	,	PUNCT	,	_	4	punct	_	_
13	awaiting	await	VERB	VBG	_	4	advcl	_	_
14	coronavirus	coronavirus	NOUN	NN	_	15	compound	_	_
15	tests	test	NOUN	NNS	_	13	dobj	_	_"
Italy is shutting down all schools nationwide amid coronavirus outbreak,negative,"# text = Italy is shutting down all schools nationwide amid coronavirus outbreak
1	Italy	Italy	PROPN	NNP	_	3	nsubj	_	_
2	is	be	AUX	VBZ	_	3	aux	_	_
3	shutting	shut	VERB	VBG	_	0	ROOT	_	_
4	down	down	ADP	RP	_	3	prt	_	_
5	all	all	DET	DT	_	6	det	_	_
6	schools	school	NOUN	NNS	_	3	dobj	_	_
7	nationwide	nationwide	ADV	RB	_	3	advmod	_	_
8	amid	amid	ADP	IN	_	3	prep	_	_
9	coronavirus	coronavirus	PROPN	NNP	_	10	compound	_	_
10	outbreak	outbreak	NOUN	NN	_	8	pobj	_	_"
"Pentagon prepping housing for 1,000 people over coronavirus concerns: #4029news",neutral,"# text = Pentagon prepping housing for 1,000 people over coronavirus concerns: #4029news
1	Pentagon	Pentagon	PROPN	NNP	_	2	nsubj	_	_
2	prepping	preppe	VERB	VBG	_	0	ROOT	_	_
3	housing	housing	NOUN	NN	_	2	dobj	_	_
4	for	for	ADP	IN	_	2	prep	_	_
5	1,000	1,000	NUM	CD	_	6	nummod	_	_
6	people	people	NOUN	NNS	_	4	pobj	_	_
7	over	over	ADP	IN	_	6	prep	_	_
8	coronavirus	coronavirus	NOUN	NN	_	9	compound	_	_
9	concerns	concern	NOUN	NNS	_	7	pobj	_	_
10	:	:	PUNCT	:	_	2	punct	_	_
11	#	#	SYM	$	_	12	nmod	_	_
12	4029news	4029news	NOUN	NN	_	2	dobj	_	_"
I'm not traveling overseas until that coronavirus go away Costa Rica in may so they need to do they thing,neutral,"# text = I'm not traveling overseas until that coronavirus go away Costa Rica in may so they need to do they thing
1	I	I	PRON	PRP	_	4	nsubj	_	_
2	'm	be	AUX	VBP	_	4	aux	_	_
3	not	not	PART	RB	_	4	neg	_	_
4	traveling	travel	VERB	VBG	_	0	ROOT	_	_
5	overseas	overseas	ADV	RB	_	4	advmod	_	_
6	until	until	SCONJ	IN	_	9	mark	_	_
7	that	that	DET	DT	_	8	det	_	_
8	coronavirus	coronavirus	NOUN	NN	_	9	nsubj	_	_
9	go	go	VERB	VBP	_	4	advcl	_	_
10	away	away	ADV	RB	_	9	advmod	_	_
11	Costa	Costa	PROPN	NNP	_	12	compound	_	_
12	Rica	Rica	PROPN	NNP	_	9	dobj	_	_
13	in	in	ADP	IN	_	9	prep	_	_
14	may	may	AUX	MD	_	13	pobj	_	_
15	so	so	ADV	RB	_	17	advmod	_	_
16	they	they	PRON	PRP	_	17	nsubj	_	_
17	need	need	VERB	VBP	_	9	advcl	_	_
18	to	to	PART	TO	_	19	aux	_	_
19	do	do	VERB	VB	_	17	xcomp	_	_
20	they	they	PRON	PRP	_	21	nsubj	_	_
21	thing	thing	VERB	VB	_	19	ccomp	_	_"
