tweet,original_sentiment,conllu_parse
#CoronaVirusUpdate Corona virus sirf dehshat hy ya haqiqat? #health #CoronaVirusPakistan,neutral,"# text = #CoronaVirusUpdate Corona virus sirf dehshat hy ya haqiqat?
1	#	#	SYM	$	_	4	meta	_	_
2	CoronaVirusUpdate	CoronaVirusUpdate	PROPN	NNP	_	4	amod	_	_
3	Corona	Corona	PROPN	NNP	_	4	compound	_	_
4	virus	virus	NOUN	NN	_	5	nsubj	_	_
5	sirf	sirf	VERB	VBP	_	9	amod	_	_
6	dehshat	dehshat	PROPN	NNP	_	7	compound	_	_
7	hy	hy	PROPN	NNP	_	9	compound	_	_
8	ya	ya	PROPN	NNP	_	9	compound	_	_
9	haqiqat	haqiqat	PROPN	NNP	_	0	ROOT	_	_
10	?	?	PUNCT	.	_	9	punct	_	_

# text = #health #CoronaVirusPakistan
1	#	#	SYM	$	_	2	nmod	_	_
2	health	health	NOUN	NN	_	0	ROOT	_	_
3	#	#	SYM	$	_	2	punct	_	_
4	CoronaVirusPakistan	CoronaVirusPakistan	PROPN	NNP	_	2	conj	_	_"
Some Nigerians still don't believe Coronavirus is realüò,neutral,"# text = Some Nigerians still don't believe Coronavirus is realüò
1	Some	some	DET	DT	_	2	det	_	_
2	Nigerians	Nigerians	PROPN	NNPS	_	6	nsubj	_	_
3	still	still	ADV	RB	_	6	advmod	_	_
4	do	do	AUX	VBP	_	6	aux	_	_
5	n't	not	PART	RB	_	6	neg	_	_
6	believe	believe	VERB	VB	_	0	ROOT	_	_
7	Coronavirus	Coronavirus	PROPN	NNP	_	8	nsubj	_	_
8	is	be	AUX	VBZ	_	6	ccomp	_	_
9	realüò	realüò	NOUN	NN	_	8	attr	_	_"
here are the measures against coronavirus,neutral,"# text = here are the measures against coronavirus
1	here	here	ADV	RB	_	2	advmod	_	_
2	are	be	AUX	VBP	_	0	ROOT	_	_
3	the	the	DET	DT	_	4	det	_	_
4	measures	measure	NOUN	NNS	_	2	nsubj	_	_
5	against	against	ADP	IN	_	4	prep	_	_
6	coronavirus	coronavirus	NOUN	NN	_	5	pobj	_	_"
Coronavirus is here to save us from the boomers,neutral,"# text = Coronavirus is here to save us from the boomers
1	Coronavirus	Coronavirus	PROPN	NNP	_	2	nsubj	_	_
2	is	be	AUX	VBZ	_	0	ROOT	_	_
3	here	here	ADV	RB	_	2	advmod	_	_
4	to	to	PART	TO	_	5	aux	_	_
5	save	save	VERB	VB	_	2	advcl	_	_
6	us	we	PRON	PRP	_	5	dobj	_	_
7	from	from	ADP	IN	_	5	prep	_	_
8	the	the	DET	DT	_	9	det	_	_
9	boomers	boomer	NOUN	NNS	_	7	pobj	_	_"
The government's 4 stage strat for Covid-19 #coronavirusuk #COVID2019uk,neutral,"# text = The government's 4 stage strat for Covid-19 #coronavirusuk #COVID2019uk
1	The	the	DET	DT	_	2	det	_	_
2	government	government	NOUN	NN	_	6	poss	_	_
3	's	's	PART	POS	_	2	case	_	_
4	4	4	NUM	CD	_	5	nummod	_	_
5	stage	stage	NOUN	NN	_	6	compound	_	_
6	strat	strat	NOUN	NN	_	0	ROOT	_	_
7	for	for	ADP	IN	_	6	prep	_	_
8	Covid-19	Covid-19	PROPN	NNP	_	7	pobj	_	_
9	#	#	SYM	$	_	10	punct	_	_
10	coronavirusuk	coronavirusuk	PROPN	NNP	_	6	npadvmod	_	_
11	#	#	SYM	$	_	10	dep	_	_
12	COVID2019uk	covid2019uk	NOUN	NN	_	6	punct	_	_"
"@shark8urleg Hi Dr Abdu, I work for BBC news. Can we talk to you about coronavirus? Can you please DM your email address. Thanks",neutral,"# text = @shark8urleg Hi Dr Abdu, I work for BBC news.
1	@shark8urleg	@shark8urleg	NOUN	NN	_	7	npadvmod	_	_
2	Hi	hi	INTJ	UH	_	4	compound	_	_
3	Dr	Dr	PROPN	NNP	_	4	compound	_	_
4	Abdu	Abdu	PROPN	NNP	_	7	npadvmod	_	_
5	,	,	PUNCT	,	_	7	punct	_	_
6	I	I	PRON	PRP	_	7	nsubj	_	_
7	work	work	VERB	VBP	_	0	ROOT	_	_
8	for	for	ADP	IN	_	7	prep	_	_
9	BBC	BBC	PROPN	NNP	_	10	compound	_	_
10	news	news	NOUN	NN	_	8	pobj	_	_
11	.	.	PUNCT	.	_	7	punct	_	_

# text = Can we talk to you about coronavirus?
1	Can	can	AUX	MD	_	3	aux	_	_
2	we	we	PRON	PRP	_	3	nsubj	_	_
3	talk	talk	VERB	VB	_	0	ROOT	_	_
4	to	to	ADP	IN	_	3	prep	_	_
5	you	you	PRON	PRP	_	4	pobj	_	_
6	about	about	ADP	IN	_	3	prep	_	_
7	coronavirus	coronavirus	NOUN	NN	_	6	pobj	_	_
8	?	?	PUNCT	.	_	3	punct	_	_

# text = Can you please DM your email address.
1	Can	can	AUX	MD	_	3	aux	_	_
2	you	you	PRON	PRP	_	3	nsubj	_	_
3	please	please	VERB	VB	_	0	ROOT	_	_
4	DM	DM	PROPN	NNP	_	3	dobj	_	_
5	your	your	PRON	PRP$	_	7	poss	_	_
6	email	email	NOUN	NN	_	7	compound	_	_
7	address	address	NOUN	NN	_	3	dobj	_	_
8	.	.	PUNCT	.	_	3	punct	_	_

# text = Thanks
1	Thanks	thank	NOUN	NNS	_	0	ROOT	_	_"
People are really being ignorant about this coronavirus everybody just read up on it and take care of yourself,neutral,"# text = People are really being ignorant about this coronavirus everybody just read up on it and take care of yourself
1	People	People	NOUN	NNS	_	4	nsubj	_	_
2	are	be	AUX	VBP	_	4	aux	_	_
3	really	really	ADV	RB	_	4	advmod	_	_
4	being	be	AUX	VBG	_	0	ROOT	_	_
5	ignorant	ignorant	ADJ	JJ	_	4	acomp	_	_
6	about	about	ADP	IN	_	5	prep	_	_
7	this	this	DET	DT	_	8	det	_	_
8	coronavirus	coronavirus	NOUN	NN	_	6	pobj	_	_
9	everybody	everybody	PRON	NN	_	11	nsubj	_	_
10	just	just	ADV	RB	_	11	advmod	_	_
11	read	read	VERB	VBD	_	8	relcl	_	_
12	up	up	ADP	RP	_	11	prt	_	_
13	on	on	ADP	IN	_	11	prep	_	_
14	it	it	PRON	PRP	_	13	pobj	_	_
15	and	and	CCONJ	CC	_	11	cc	_	_
16	take	take	VERB	VB	_	11	conj	_	_
17	care	care	NOUN	NN	_	16	dobj	_	_
18	of	of	ADP	IN	_	16	prep	_	_
19	yourself	yourself	PRON	PRP	_	18	pobj	_	_"
EU mobilizes €25 billion against Wuhan coronavirus #Politics #40,neutral,"# text = EU mobilizes €25 billion against Wuhan coronavirus #Politics #40
1	EU	EU	PROPN	NNP	_	2	nsubj	_	_
2	mobilizes	mobilize	VERB	VBZ	_	0	ROOT	_	_
3	€	€	SYM	$	_	5	quantmod	_	_
4	25	25	NUM	CD	_	5	compound	_	_
5	billion	billion	NUM	CD	_	2	dobj	_	_
6	against	against	ADP	IN	_	2	prep	_	_
7	Wuhan	Wuhan	PROPN	NNP	_	8	compound	_	_
8	coronavirus	coronavirus	NOUN	NN	_	9	compound	_	_
9	#	#	SYM	$	_	10	nmod	_	_
10	Politics	politics	NOUN	NN	_	6	pobj	_	_
11	#	#	SYM	$	_	12	nmod	_	_
12	40	40	NUM	CD	_	10	nummod	_	_"
Brexit POLL: Should Brexit be delayed to focus on fighting the coronavirus outbreak? VOTE,neutral,"# text = Brexit POLL: Should Brexit be delayed to focus on fighting the coronavirus outbreak?
1	Brexit	Brexit	PROPN	NNP	_	2	compound	_	_
2	POLL	POLL	PROPN	NNP	_	7	dep	_	_
3	:	:	PUNCT	:	_	2	punct	_	_
4	Should	should	AUX	MD	_	7	aux	_	_
5	Brexit	Brexit	PROPN	NNP	_	7	nsubjpass	_	_
6	be	be	AUX	VB	_	7	auxpass	_	_
7	delayed	delay	VERB	VBN	_	0	ROOT	_	_
8	to	to	PART	TO	_	9	aux	_	_
9	focus	focus	VERB	VB	_	7	xcomp	_	_
10	on	on	ADP	IN	_	9	prep	_	_
11	fighting	fight	VERB	VBG	_	10	pcomp	_	_
12	the	the	DET	DT	_	14	det	_	_
13	coronavirus	coronavirus	NOUN	NN	_	14	compound	_	_
14	outbreak	outbreak	NOUN	NN	_	11	dobj	_	_
15	?	?	PUNCT	.	_	7	punct	_	_

# text = VOTE
1	VOTE	vote	NOUN	NN	_	0	ROOT	_	_"
@ErinIshimoticha Covid-19 USB-C anyone ...,neutral,"# text = @ErinIshimoticha Covid-19 USB-C anyone ...
1	@ErinIshimoticha	@ErinIshimoticha	PUNCT	NFP	_	6	nummod	_	_
2	Covid-19	Covid-19	PROPN	NNP	_	5	compound	_	_
3	USB	usb	NOUN	NN	_	5	compound	_	_
4	-	-	PUNCT	HYPH	_	5	punct	_	_
5	C	C	PROPN	NNP	_	6	compound	_	_
6	anyone	anyone	PRON	NN	_	0	ROOT	_	_
7	...	...	PUNCT	.	_	6	punct	_	_"
