tweet,original_sentiment,conllu_parse
@realDonaldTrump We already know that but you're an idiot who has bungled the Coronavirus pandemic #TrumpCrash #TrumpIsAnIdiot,negative,"# text = @realDonaldTrump We already know that but you're an idiot who has bungled the Coronavirus pandemic #TrumpCrash #TrumpIsAnIdiot
1	@realDonaldTrump	@realdonaldtrump	VERB	VB	_	4	npadvmod	_	_
2	We	we	PRON	PRP	_	4	nsubj	_	_
3	already	already	ADV	RB	_	4	advmod	_	_
4	know	know	VERB	VBP	_	0	ROOT	_	_
5	that	that	PRON	DT	_	4	dobj	_	_
6	but	but	CCONJ	CC	_	4	cc	_	_
7	you	you	PRON	PRP	_	8	nsubj	_	_
8	're	be	AUX	VBP	_	4	conj	_	_
9	an	an	DET	DT	_	10	det	_	_
10	idiot	idiot	NOUN	NN	_	8	attr	_	_
11	who	who	PRON	WP	_	13	nsubj	_	_
12	has	have	AUX	VBZ	_	13	aux	_	_
13	bungled	bungle	VERB	VBN	_	10	relcl	_	_
14	the	the	DET	DT	_	16	det	_	_
15	Coronavirus	Coronavirus	PROPN	NNP	_	16	compound	_	_
16	pandemic	pandemic	NOUN	NN	_	13	dobj	_	_
17	#	#	NOUN	NN	_	18	nmod	_	_
18	TrumpCrash	TrumpCrash	PROPN	NNP	_	16	appos	_	_
19	#	#	SYM	$	_	8	dep	_	_
20	TrumpIsAnIdiot	trumpisanidiot	X	ADD	_	8	punct	_	_"
The easiest part about not touching your face during this whole coronavirus thing is that it's also allergy season.,negative,"# text = The easiest part about not touching your face during this whole coronavirus thing is that it's also allergy season.
1	The	the	DET	DT	_	3	det	_	_
2	easiest	easy	ADJ	JJS	_	3	amod	_	_
3	part	part	NOUN	NN	_	14	nsubj	_	_
4	about	about	ADP	IN	_	3	prep	_	_
5	not	not	PART	RB	_	6	neg	_	_
6	touching	touch	VERB	VBG	_	4	pcomp	_	_
7	your	your	PRON	PRP$	_	8	poss	_	_
8	face	face	NOUN	NN	_	6	dobj	_	_
9	during	during	ADP	IN	_	6	prep	_	_
10	this	this	DET	DT	_	13	det	_	_
11	whole	whole	ADJ	JJ	_	13	amod	_	_
12	coronavirus	coronavirus	NOUN	NN	_	13	compound	_	_
13	thing	thing	NOUN	NN	_	9	pobj	_	_
14	is	be	AUX	VBZ	_	0	ROOT	_	_
15	that	that	SCONJ	IN	_	17	mark	_	_
16	it	it	PRON	PRP	_	17	nsubj	_	_
17	's	be	AUX	VBZ	_	14	ccomp	_	_
18	also	also	ADV	RB	_	17	advmod	_	_
19	allergy	allergy	NOUN	NN	_	20	compound	_	_
20	season	season	NOUN	NN	_	17	attr	_	_
21	.	.	PUNCT	.	_	14	punct	_	_"
I don't think Coronavirus is stuck to a car bumper or a 737.,neutral,"# text = I don't think Coronavirus is stuck to a car bumper or a 737.
1	I	I	PRON	PRP	_	4	nsubj	_	_
2	do	do	AUX	VBP	_	4	aux	_	_
3	n't	not	PART	RB	_	4	neg	_	_
4	think	think	VERB	VB	_	0	ROOT	_	_
5	Coronavirus	Coronavirus	PROPN	NNP	_	7	nsubjpass	_	_
6	is	be	AUX	VBZ	_	7	auxpass	_	_
7	stuck	stuck	ADJ	JJ	_	4	ccomp	_	_
8	to	to	ADP	IN	_	7	prep	_	_
9	a	a	DET	DT	_	11	det	_	_
10	car	car	NOUN	NN	_	11	compound	_	_
11	bumper	bumper	NOUN	NN	_	8	pobj	_	_
12	or	or	CCONJ	CC	_	11	cc	_	_
13	a	a	DET	DT	_	14	det	_	_
14	737	737	NUM	CD	_	11	conj	_	_
15	.	.	PUNCT	.	_	4	punct	_	_"
"China announced new figures on the new coronavirus as of Feb 10: - 42638 cases including those who have died and recovered - 1,016 deaths",neutral,"# text = China announced new figures on the new coronavirus as of Feb 10: - 42638 cases including those who have died and recovered - 1,016 deaths
1	China	China	PROPN	NNP	_	2	nsubj	_	_
2	announced	announce	VERB	VBD	_	0	ROOT	_	_
3	new	new	ADJ	JJ	_	4	amod	_	_
4	figures	figure	NOUN	NNS	_	2	dobj	_	_
5	on	on	ADP	IN	_	4	prep	_	_
6	the	the	DET	DT	_	8	det	_	_
7	new	new	ADJ	JJ	_	8	amod	_	_
8	coronavirus	coronavirus	NOUN	NN	_	5	pobj	_	_
9	as	as	ADP	IN	_	2	prep	_	_
10	of	of	ADP	IN	_	9	prep	_	_
11	Feb	Feb	PROPN	NNP	_	10	pobj	_	_
12	10	10	NUM	CD	_	11	nummod	_	_
13	:	:	PUNCT	:	_	11	punct	_	_
14	-	-	PUNCT	HYPH	_	16	punct	_	_
15	42638	42638	NUM	CD	_	16	nummod	_	_
16	cases	case	NOUN	NNS	_	11	appos	_	_
17	including	include	VERB	VBG	_	16	prep	_	_
18	those	those	PRON	DT	_	17	pobj	_	_
19	who	who	PRON	WP	_	21	nsubj	_	_
20	have	have	AUX	VBP	_	21	aux	_	_
21	died	die	VERB	VBN	_	18	relcl	_	_
22	and	and	CCONJ	CC	_	21	cc	_	_
23	recovered	recover	VERB	VBN	_	25	amod	_	_
24	-	-	PUNCT	HYPH	_	25	punct	_	_
25	1,016	1,016	NUM	CD	_	26	nummod	_	_
26	deaths	death	NOUN	NNS	_	18	conj	_	_"
So if you are to self isolate at home how do they know you have corona virus? If it's similar symptoms to other cold and flu?,negative,"# text = So if you are to self isolate at home how do they know you have corona virus?
1	So	so	ADV	RB	_	13	advmod	_	_
2	if	if	SCONJ	IN	_	4	mark	_	_
3	you	you	PRON	PRP	_	4	nsubj	_	_
4	are	be	AUX	VBP	_	13	advcl	_	_
5	to	to	PART	TO	_	7	aux	_	_
6	self	self	NOUN	NN	_	7	compound	_	_
7	isolate	isolate	VERB	VB	_	4	xcomp	_	_
8	at	at	ADP	IN	_	7	prep	_	_
9	home	home	NOUN	NN	_	8	pobj	_	_
10	how	how	SCONJ	WRB	_	13	advmod	_	_
11	do	do	AUX	VBP	_	13	aux	_	_
12	they	they	PRON	PRP	_	13	nsubj	_	_
13	know	know	VERB	VB	_	0	ROOT	_	_
14	you	you	PRON	PRP	_	15	nsubj	_	_
15	have	have	VERB	VBP	_	13	ccomp	_	_
16	corona	corona	PROPN	NNP	_	17	compound	_	_
17	virus	virus	NOUN	NN	_	15	dobj	_	_
18	?	?	PUNCT	.	_	13	punct	_	_

# text = If it's similar symptoms to other cold and flu?
1	If	if	SCONJ	IN	_	3	mark	_	_
2	it	it	PRON	PRP	_	3	nsubj	_	_
3	's	be	AUX	VBZ	_	0	ROOT	_	_
4	similar	similar	ADJ	JJ	_	5	amod	_	_
5	symptoms	symptom	NOUN	NNS	_	3	attr	_	_
6	to	to	ADP	IN	_	3	prep	_	_
7	other	other	ADJ	JJ	_	8	amod	_	_
8	cold	cold	NOUN	NN	_	6	pobj	_	_
9	and	and	CCONJ	CC	_	8	cc	_	_
10	flu	flu	ADJ	JJ	_	8	conj	_	_
11	?	?	PUNCT	.	_	3	punct	_	_"
@SazaFCB Probably Barca bc I don't have coronavirus,neutral,"# text = @SazaFCB Probably Barca bc I don't have coronavirus
1	@SazaFCB	@SazaFCB	PROPN	NNP	_	4	compound	_	_
2	Probably	Probably	PROPN	NNP	_	4	compound	_	_
3	Barca	Barca	PROPN	NNP	_	4	compound	_	_
4	bc	bc	PROPN	NNP	_	8	npadvmod	_	_
5	I	I	PRON	PRP	_	8	nsubj	_	_
6	do	do	AUX	VBP	_	8	aux	_	_
7	n't	not	PART	RB	_	8	neg	_	_
8	have	have	VERB	VB	_	0	ROOT	_	_
9	coronavirus	coronavirus	NOUN	NN	_	8	dobj	_	_"
"UK coronavirus cases double to eight, government declares 'imminent... #ncov",neutral,"# text = UK coronavirus cases double to eight, government declares 'imminent...
1	UK	UK	PROPN	NNP	_	3	compound	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	compound	_	_
3	cases	case	NOUN	NNS	_	9	dep	_	_
4	double	double	ADJ	JJ	_	3	amod	_	_
5	to	to	ADP	IN	_	4	prep	_	_
6	eight	eight	NUM	CD	_	5	pobj	_	_
7	,	,	PUNCT	,	_	9	punct	_	_
8	government	government	NOUN	NN	_	9	nsubj	_	_
9	declares	declare	VERB	VBZ	_	0	ROOT	_	_
10	'	'	PUNCT	``	_	9	punct	_	_
11	imminent	imminent	ADJ	JJ	_	9	oprd	_	_
12	...	...	PUNCT	:	_	9	punct	_	_

# text = #ncov
1	#	#	SYM	$	_	2	nmod	_	_
2	ncov	ncov	NOUN	NN	_	0	ROOT	_	_"
Wuhan's dancing coronavirus patients provide moment of light relief for Chinese looking to keep their spirits up,neutral,"# text = Wuhan's dancing coronavirus patients provide moment of light relief for Chinese looking to keep their spirits up
1	Wuhan	Wuhan	PROPN	NNP	_	5	poss	_	_
2	's	's	PART	POS	_	1	case	_	_
3	dancing	dancing	NOUN	NN	_	4	compound	_	_
4	coronavirus	coronavirus	NOUN	NN	_	5	compound	_	_
5	patients	patient	NOUN	NNS	_	6	nsubj	_	_
6	provide	provide	VERB	VBP	_	0	ROOT	_	_
7	moment	moment	NOUN	NN	_	6	dobj	_	_
8	of	of	ADP	IN	_	7	prep	_	_
9	light	light	ADJ	JJ	_	10	amod	_	_
10	relief	relief	NOUN	NN	_	8	pobj	_	_
11	for	for	ADP	IN	_	6	prep	_	_
12	Chinese	Chinese	PROPN	NNPS	_	13	nsubj	_	_
13	looking	look	VERB	VBG	_	11	pcomp	_	_
14	to	to	PART	TO	_	15	aux	_	_
15	keep	keep	VERB	VB	_	13	xcomp	_	_
16	their	their	PRON	PRP$	_	17	poss	_	_
17	spirits	spirit	NOUN	NNS	_	15	dobj	_	_
18	up	up	ADP	RP	_	15	prt	_	_"
Coronavirus: GPs may have to stop routine checks to 'focus on sick' as outbreak worsens,negative,"# text = Coronavirus: GPs may have to stop routine checks to 'focus on sick' as outbreak worsens
1	Coronavirus	Coronavirus	PROPN	NNP	_	5	npadvmod	_	_
2	:	:	PUNCT	:	_	5	punct	_	_
3	GPs	GPs	PROPN	NNP	_	5	nsubj	_	_
4	may	may	AUX	MD	_	5	aux	_	_
5	have	have	VERB	VB	_	0	ROOT	_	_
6	to	to	PART	TO	_	7	aux	_	_
7	stop	stop	VERB	VB	_	5	xcomp	_	_
8	routine	routine	ADJ	JJ	_	9	amod	_	_
9	checks	check	NOUN	NNS	_	7	dobj	_	_
10	to	to	PART	TO	_	12	aux	_	_
11	'	'	PUNCT	``	_	12	punct	_	_
12	focus	focus	VERB	VB	_	9	relcl	_	_
13	on	on	ADP	IN	_	12	prep	_	_
14	sick	sick	ADJ	JJ	_	13	amod	_	_
15	'	'	PUNCT	''	_	12	punct	_	_
16	as	as	SCONJ	IN	_	17	mark	_	_
17	outbreak	outbreak	NOUN	NN	_	12	advcl	_	_
18	worsens	worsen	NOUN	NNS	_	5	punct	_	_"
i coughed once this morning and half my friends think i have corona virus...,negative,"# text = i coughed once this morning and half my friends think i have corona virus...
1	i	I	PRON	PRP	_	2	nsubj	_	_
2	coughed	cough	VERB	VBD	_	0	ROOT	_	_
3	once	once	ADV	RB	_	5	advmod	_	_
4	this	this	DET	DT	_	5	det	_	_
5	morning	morning	NOUN	NN	_	10	npadvmod	_	_
6	and	and	CCONJ	CC	_	5	cc	_	_
7	half	half	DET	PDT	_	9	predet	_	_
8	my	my	PRON	PRP$	_	9	poss	_	_
9	friends	friend	NOUN	NNS	_	5	conj	_	_
10	think	think	VERB	VBP	_	2	advcl	_	_
11	i	I	PRON	PRP	_	12	nsubj	_	_
12	have	have	VERB	VBP	_	10	ccomp	_	_
13	corona	corona	PROPN	NNP	_	14	compound	_	_
14	virus	virus	NOUN	NN	_	12	dobj	_	_
15	...	...	PUNCT	:	_	2	punct	_	_"
