tweet,original_sentiment,conllu_parse
Coronavirus and this dude Mac kahey,neutral,"# text = Coronavirus and this dude Mac kahey
1	Coronavirus	Coronavirus	PROPN	NNP	_	0	ROOT	_	_
2	and	and	CCONJ	CC	_	1	cc	_	_
3	this	this	DET	DT	_	4	det	_	_
4	dude	dude	NOUN	NN	_	1	conj	_	_
5	Mac	Mac	PROPN	NNP	_	6	compound	_	_
6	kahey	kahey	NOUN	NNS	_	1	appos	_	_"
@MichaelCoudrey We wouldn't have Coronavirus if we didn't eat animals. Don't be a dick.,neutral,"# text = @MichaelCoudrey We wouldn't have Coronavirus if we didn't eat animals.
1	@MichaelCoudrey	@MichaelCoudrey	PROPN	NNP	_	5	npadvmod	_	_
2	We	we	PRON	PRP	_	5	nsubj	_	_
3	would	would	AUX	MD	_	5	aux	_	_
4	n't	not	PART	RB	_	5	neg	_	_
5	have	have	VERB	VB	_	0	ROOT	_	_
6	Coronavirus	Coronavirus	PROPN	NNP	_	5	dobj	_	_
7	if	if	SCONJ	IN	_	11	mark	_	_
8	we	we	PRON	PRP	_	11	nsubj	_	_
9	did	do	AUX	VBD	_	11	aux	_	_
10	n't	not	PART	RB	_	11	neg	_	_
11	eat	eat	VERB	VB	_	5	advcl	_	_
12	animals	animal	NOUN	NNS	_	11	dobj	_	_
13	.	.	PUNCT	.	_	5	punct	_	_

# text = Don't be a dick.
1	Do	do	AUX	VB	_	3	aux	_	_
2	n't	not	PART	RB	_	3	neg	_	_
3	be	be	AUX	VB	_	0	ROOT	_	_
4	a	a	DET	DT	_	5	det	_	_
5	dick	dick	NOUN	NN	_	3	attr	_	_
6	.	.	PUNCT	.	_	3	punct	_	_"
"Grand Forks woman fighting cancer, husband trapped on cruise ship under coronavirus quarantine | INFORUM",neutral,"# text = Grand Forks woman fighting cancer, husband trapped on cruise ship under coronavirus quarantine | INFORUM
1	Grand	Grand	PROPN	NNP	_	2	compound	_	_
2	Forks	Forks	PROPN	NNP	_	3	compound	_	_
3	woman	woman	NOUN	NN	_	0	ROOT	_	_
4	fighting	fight	VERB	VBG	_	3	acl	_	_
5	cancer	cancer	NOUN	NN	_	4	dobj	_	_
6	,	,	PUNCT	,	_	3	punct	_	_
7	husband	husband	NOUN	NN	_	3	appos	_	_
8	trapped	trap	VERB	VBN	_	7	acl	_	_
9	on	on	ADP	IN	_	8	prep	_	_
10	cruise	cruise	NOUN	NN	_	11	compound	_	_
11	ship	ship	NOUN	NN	_	9	pobj	_	_
12	under	under	ADP	IN	_	8	prep	_	_
13	coronavirus	coronavirus	NOUN	NN	_	14	compound	_	_
14	quarantine	quarantine	NOUN	NN	_	12	pobj	_	_
15	|	|	NOUN	NN	_	16	compound	_	_
16	INFORUM	INFORUM	PROPN	NNP	_	3	appos	_	_"
#coronavirusinindia #Corona #coronavirus Public gatherings should be avoided.,neutral,"# text = #coronavirusinindia #Corona #coronavirus Public gatherings should be avoided.
1	#	#	SYM	$	_	8	nmod	_	_
2	coronavirusinindia	coronavirusinindia	NOUN	NN	_	4	nmod	_	_
3	#	#	SYM	$	_	4	nmod	_	_
4	Corona	Corona	PROPN	NNP	_	8	nmod	_	_
5	#	#	SYM	$	_	4	punct	_	_
6	coronavirus	coronavirus	NOUN	NN	_	4	appos	_	_
7	Public	public	ADJ	JJ	_	8	amod	_	_
8	gatherings	gathering	NOUN	NNS	_	11	nsubjpass	_	_
9	should	should	AUX	MD	_	11	aux	_	_
10	be	be	AUX	VB	_	11	auxpass	_	_
11	avoided	avoid	VERB	VBN	_	0	ROOT	_	_
12	.	.	PUNCT	.	_	11	punct	_	_"
google search: how to get coronavirus,neutral,"# text = google search: how to get coronavirus
1	google	google	PROPN	NNP	_	2	compound	_	_
2	search	search	NOUN	NN	_	0	ROOT	_	_
3	:	:	PUNCT	:	_	2	punct	_	_
4	how	how	SCONJ	WRB	_	6	advmod	_	_
5	to	to	PART	TO	_	6	aux	_	_
6	get	get	VERB	VB	_	2	acl	_	_
7	coronavirus	coronavirus	NOUN	NN	_	6	dobj	_	_"
Celebration of International Woman's day called off so as to avoid spread of Corona virus..,neutral,"# text = Celebration of International Woman's day called off so as to avoid spread of Corona virus..
1	Celebration	celebration	NOUN	NN	_	7	nsubj	_	_
2	of	of	ADP	IN	_	1	prep	_	_
3	International	International	PROPN	NNP	_	4	compound	_	_
4	Woman	Woman	PROPN	NNP	_	6	poss	_	_
5	's	's	PART	POS	_	4	case	_	_
6	day	day	NOUN	NN	_	2	pobj	_	_
7	called	call	VERB	VBD	_	0	ROOT	_	_
8	off	off	ADP	RP	_	7	prt	_	_
9	so	so	SCONJ	IN	_	12	mark	_	_
10	as	as	SCONJ	IN	_	12	mark	_	_
11	to	to	PART	TO	_	12	aux	_	_
12	avoid	avoid	VERB	VB	_	7	advcl	_	_
13	spread	spread	NOUN	NN	_	12	dobj	_	_
14	of	of	ADP	IN	_	13	prep	_	_
15	Corona	Corona	PROPN	NNP	_	16	compound	_	_
16	virus	virus	NOUN	NN	_	14	pobj	_	_
17	..	..	PUNCT	.	_	7	punct	_	_"
what if the cure for the coronavirus is true love's first kiss,neutral,"# text = what if the cure for the coronavirus is true love's first kiss
1	what	what	PRON	WP	_	8	dep	_	_
2	if	if	SCONJ	IN	_	8	mark	_	_
3	the	the	DET	DT	_	4	det	_	_
4	cure	cure	NOUN	NN	_	8	nsubj	_	_
5	for	for	ADP	IN	_	4	prep	_	_
6	the	the	DET	DT	_	7	det	_	_
7	coronavirus	coronavirus	NOUN	NN	_	5	pobj	_	_
8	is	be	AUX	VBZ	_	0	ROOT	_	_
9	true	true	ADJ	JJ	_	10	amod	_	_
10	love	love	NOUN	NN	_	13	poss	_	_
11	's	's	PART	POS	_	10	case	_	_
12	first	first	ADJ	JJ	_	13	amod	_	_
13	kiss	kiss	NOUN	NN	_	8	nsubj	_	_"
@BDOH @nancy_faust Why is Trump being blamed for the Coronavirus?,neutral,"# text = @BDOH @nancy_faust Why is Trump being blamed for the Coronavirus?
1	@BDOH	@BDOH	PROPN	NNP	_	7	nsubjpass	_	_
2	@nancy_faust	@nancy_faust	ADV	RB	_	7	advmod	_	_
3	Why	why	SCONJ	WRB	_	7	advmod	_	_
4	is	be	AUX	VBZ	_	7	auxpass	_	_
5	Trump	trump	NOUN	NN	_	7	nsubjpass	_	_
6	being	be	AUX	VBG	_	7	auxpass	_	_
7	blamed	blame	VERB	VBN	_	0	ROOT	_	_
8	for	for	ADP	IN	_	7	prep	_	_
9	the	the	DET	DT	_	10	det	_	_
10	Coronavirus	Coronavirus	PROPN	NNP	_	8	pobj	_	_
11	?	?	PUNCT	.	_	7	punct	_	_"
#CoronaVirus is in Togo. Ghana has recorded about 3 suspected cases. I think it's just a matter of time . May God protect us,neutral,"# text = #CoronaVirus is in Togo.
1	#	#	SYM	$	_	2	nmod	_	_
2	CoronaVirus	CoronaVirus	PROPN	NNP	_	3	nsubj	_	_
3	is	be	AUX	VBZ	_	0	ROOT	_	_
4	in	in	ADP	IN	_	3	prep	_	_
5	Togo	Togo	PROPN	NNP	_	4	pobj	_	_
6	.	.	PUNCT	.	_	3	punct	_	_

# text = Ghana has recorded about 3 suspected cases.
1	Ghana	Ghana	PROPN	NNP	_	3	nsubj	_	_
2	has	have	AUX	VBZ	_	3	aux	_	_
3	recorded	record	VERB	VBN	_	0	ROOT	_	_
4	about	about	ADV	RB	_	5	advmod	_	_
5	3	3	NUM	CD	_	7	nummod	_	_
6	suspected	suspect	VERB	VBN	_	7	amod	_	_
7	cases	case	NOUN	NNS	_	3	dobj	_	_
8	.	.	PUNCT	.	_	3	punct	_	_

# text = I think it's just a matter of time .
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	think	think	VERB	VBP	_	0	ROOT	_	_
3	it	it	PRON	PRP	_	4	nsubj	_	_
4	's	be	AUX	VBZ	_	2	ccomp	_	_
5	just	just	ADV	RB	_	7	advmod	_	_
6	a	a	DET	DT	_	7	det	_	_
7	matter	matter	NOUN	NN	_	4	attr	_	_
8	of	of	ADP	IN	_	7	prep	_	_
9	time	time	NOUN	NN	_	8	pobj	_	_
10	.	.	PUNCT	.	_	2	punct	_	_

# text = May God protect us
1	May	may	AUX	MD	_	3	aux	_	_
2	God	God	PROPN	NNP	_	3	nsubj	_	_
3	protect	protect	VERB	VB	_	0	ROOT	_	_
4	us	we	PRON	PRP	_	3	dobj	_	_"
Pence warns of deficit as demand for coronavirus testing kits rises via @YouTube,neutral,"# text = Pence warns of deficit as demand for coronavirus testing kits rises via @YouTube
1	Pence	penny	NOUN	NNS	_	2	nsubj	_	_
2	warns	warn	VERB	VBZ	_	0	ROOT	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	deficit	deficit	NOUN	NN	_	3	pobj	_	_
5	as	as	ADP	IN	_	2	prep	_	_
6	demand	demand	NOUN	NN	_	5	pobj	_	_
7	for	for	ADP	IN	_	6	prep	_	_
8	coronavirus	coronavirus	NOUN	NN	_	9	compound	_	_
9	testing	testing	NOUN	NN	_	10	compound	_	_
10	kits	kit	NOUN	NNS	_	7	pobj	_	_
11	rises	rise	VERB	VBZ	_	2	ccomp	_	_
12	via	via	ADP	IN	_	11	prep	_	_
13	@YouTube	@youtube	NOUN	NN	_	12	pobj	_	_"
